sortedformula,icsdnum,energyperatom,reduced_composition
Hg4N2O8,61101.0,-4.343731325709999,Hg2N1O4
Hg2O3Se1,412304.0,-3.73122140417,Hg2O3Se1
Hg2O3Te1,203064.0,-3.73067736917,Hg2O3Te1
Hg2O4S1,15005.0,-4.40342305857,Hg2O4S1
Hg2O4Se1,15006.0,-3.91517537857,Hg2O4Se1
Hg2O5Te1,98671.0,-4.193831392190003,Hg2O5Te1
Hg2O7P2,59280.0,-5.692386990909999,Hg2O7P2
Hg2O7Sb2,160088.0,-4.9996775304500005,Hg2O7Sb2
Hg2O7Te2,412800.0,-4.51366123773,Hg2O7Te2
Hg2P2S7,2490.0,-3.83851490818,Hg2P2S7
Hg2Sn2Sr1,428765.0,-2.409635191,Hg2Sn2Sr1
Hg3I2S2,411154.0,-1.9606858225,Hg3I2S2
Hg3I2Se2,411153.0,-1.8252836532099999,Hg3I2Se2
Hg3I2Te2,65806.0,-1.7019110853600001,Hg3I2Te2
Hg3O10Se1Te2,429330.0,-4.43900836312,Hg3O10Se1Te2
Hg3O10Se3,280914.0,-4.38117957844,Hg3O10Se3
Hg6O8P2,410760.0,-4.404286642190001,Hg3O4P1
Hg3O5Se4,418001.0,-3.82965597125,Hg3O5Se4
Hg3O6S1,96753.0,-4.217468597,Hg3O6S1
Hg4O7P2,410762.0,-4.920426903459999,Hg4O7P2
Hg7O10P2,411300.0,-4.31050433763,Hg7O10P2
I10Ta7Te24,59377.0,-4.097806825369998,I10Ta7Te24
I12K4O1Ti4,413504.0,-3.6024954871399997,I12K4O1Ti4
I1In1Se1,100704.0,-3.12488169125,I1In1Se1
I1K1O3,47134.0,-4.4434196825,I1K1O3
I1K1O4,26964.0,-4.42312464583,I1K1O4
I1K3O1,36512.0,-3.214539774,I1K3O1
I1K3O5,10102.0,-4.41671119583,I1K3O5
I1La1O1,24613.0,-6.367442745,I1La1O1
I1La3S8Si2,280940.0,-5.6999764075,I1La3S8Si2
I1La5Pb3,409778.0,-4.3902757672199995,I1La5Pb3
I1La5Sn3,95240.0,-4.59934329056,I1La5Sn3
I1Li1O3,2642.0,-4.6164299255,I1Li1O3
I1Li1O4,400552.0,-4.50460904833,I1Li1O4
I1Li1O4Zn1,190875.0,-4.48550554286,I1Li1O4Zn1
I1N1Zn2,425735.0,-3.3189914718700004,I1N1Zn2
I1Na1O3,202679.0,-4.434704568,I1Na1O3
I1Na1O4,14287.0,-4.38359707083,I1Na1O4
I1Na1O6Pb2,427114.0,-4.9675098075,I1Na1O6Pb2
I1Na1O6Sr2,425447.0,-5.403152724500001,I1Na1O6Sr2
I1O12P3Pb5,184846.0,-6.34242807286,I1O12P3Pb5
I1O1Rb3,78776.0,-3.0804006260000003,I1O1Rb3
I1O1Sc1,419335.0,-6.425702741669999,I1O1Sc1
I2O4,63651.0,-4.03253115667,I1O2
I2O6,182673.0,-4.16866508,I1O3
I1O3Rb1,2825.0,-4.41623985,I1O3Rb1
I1O3Tl1,76967.0,-4.081625718,I1O3Tl1
I1O4P1Pb2,427716.0,-5.932688990630001,I1O4P1Pb2
I1O4P1Sr2,427717.0,-6.456246152189999,I1O4P1Sr2
I1O4Rb1,83365.0,-4.40086290083,I1O4Rb1
I1O4Tl1,52342.0,-4.28641148583,I1O4Tl1
I1O5Rb3,4326.0,-4.36600268139,I1O5Rb3
I1O6Pb1Rb1,73615.0,-4.77639806444,I1O6Pb1Rb1
I1O6Rb1Sn1,73614.0,-5.07330562611,I1O6Rb1Sn1
I1O7Sb5,62369.0,-5.60435388462,I1O7Sb5
I1P7Sr2,429307.0,-4.94798892225,I1P7Sr2
I1Se2Tl5,151992.0,-2.98939085,I1Se2Tl5
I1Se8Ta2,35190.0,-4.88454652364,I1Se8Ta2
I1Ta1Te4,67533.0,-4.16805887833,I1Ta1Te4
I2K4O9,25694.0,-4.472224262669999,I2K4O9
I2La2O4Si1,72653.0,-6.8778626866699994,I2La2O4Si1
I2La2P1,418010.0,-4.917852774,I2La2P1
I2La2Te1,240699.0,-4.38527812,I2La2Te1
I4Mg2O12,415820.0,-4.7446543925,I2Mg1O6
I2Na4O1,67243.0,-3.17723141857,I2Na4O1
I2O15S4,427675.0,-5.31361956905,I2O15S4
I2O18S5,427676.0,-5.377574807,I2O18S5
I2O1Sr2,409896.0,-4.438408187,I2O1Sr2
I2O1Ta1,80109.0,-5.68493699,I2O1Ta1
I2O2Pb3,201857.0,-4.4271390125,I2O2Pb3
I2O5,78387.0,-4.2193483575,I2O5
I2O6Pb1,74493.0,-4.63322215056,I2O6Pb1
I2O6Pb3Se2,422641.0,-4.86958933038,I2O6Pb3Se2
I2O6Pd1,174518.0,-4.28737517639,I2O6Pd1
I2O6S1,6220.0,-4.72909987944,I2O6S1
I4O12Zn2,415821.0,-4.36526120139,I2O6Zn1
I2O7Ti1,424632.0,-5.444680966,I2O7Ti1
I4P2,36293.0,-2.87642520833,I2P1
I3In1O9,417355.0,-4.53855295962,I3In1O9
I3La3P1,411801.0,-4.63160844143,I3La3P1
I3La3Sb1,411804.0,-4.30163326143,I3La3Sb1
I3Na1O8,418336.0,-4.33667104042,I3Na1O8
I3O1W1,65183.0,-4.5659585814999994,I3O1W1
I3O9Sc1,411945.0,-5.124695560769999,I3O9Sc1
I3O9Tl1,247059.0,-4.31844530192,I3O9Tl1
I6O18Tl4,247060.0,-4.33254719607,I3O9Tl2
I3Pb1Tl1,1199.0,-2.789369699,I3Pb1Tl1
I3S2Sb1Sn2,23344.0,-3.44883868438,I3S2Sb1Sn2
I4In1Li1O12,422056.0,-4.57574783833,I4In1Li1O12
I4In1Na1O12,422057.0,-4.5347593347199995,I4In1Na1O12
I4O12Zr1,15405.0,-5.094072809119999,I4O12Zr1
I4O1Ta4Te9,59376.0,-4.76743677361,I4O1Ta4Te9
I4O1Te9Ti4,82142.0,-4.228286679719998,I4O1Te9Ti4
I4S1Tl6,237939.0,-2.808008705,I4S1Tl6
I4Se1Tl6,40520.0,-2.75533533,I4Se1Tl6
I5Pb1Tl3,85309.0,-2.69679880333,I5Pb1Tl3
I6In1O18Rb3,422058.0,-4.49826662429,I6In1O18Rb3
I6O1Sr4,280585.0,-3.81491495045,I6O1Sr4
I6Pb1Tl4,100069.0,-2.6869155109099996,I6Pb1Tl4
I6Te1Tl2,99128.0,-2.27953040833,I6Te1Tl2
I7Se1Ta3,82791.0,-4.339953035,I7Se1Ta3
I7Ta3Te1,82792.0,-4.25162747455,I7Ta3Te1
I8Pt1Ta4Te16,67922.0,-4.16972966207,I8Pt1Ta4Te16
In1K1O6Te2,251546.0,-5.3427803982499995,In1K1O6Te2
In1K1O7P2,240260.0,-6.632301517949999,In1K1O7P2
In1K5Pb8,152384.0,-2.93759824857,In1K5Pb8
In1Li1O7P2,60935.0,-6.694162895,In1Li1O7P2
In1Li1Sn1,639905.0,-3.03757826333,In1Li1Sn1
In1Na1O7P2,240259.0,-6.621044689550001,In1Na1O7P2
In1Na3O8P2,90941.0,-6.21999829964,In1Na3O8P2
In1O4P1,16618.0,-6.65001141417,In1O4P1
In1O6Sb1Sr2,154032.0,-6.1832596120000005,In1O6Sb1Sr2
In1O7P2Rb1,240261.0,-6.61962061909,In1O7P2Rb1
In1O8Rb1Te3,251547.0,-5.35162236192,In1O8Rb1Te3
In1O9P3,39710.0,-6.92020337,In1O9P3
In1P2S6Tl1,195323.0,-4.4040384865,In1P2S6Tl1
In1P2Se6Tl1,171212.0,-3.9663795835,In1P2Se6Tl1
In1Pb3Zr5,604229.0,-5.46948539444,In1Pb3Zr5
In2Li3O12P3,62333.0,-6.49768258975,In2Li3O12P3
In2Na3O12P3,84776.0,-6.368719856499999,In2Na3O12P3
In2O12S3,79303.0,-5.925631543530001,In2O12S3
In2O12Se4Zn1,263061.0,-5.30058758316,In2O12Se4Zn1
In2O5P1,413858.0,-6.2980616475,In2O5P1
In2O6Te1,60260.0,-5.6344525999999995,In2O6Te1
In2O7P2,412855.0,-6.546312650680001,In2O7P2
In3O12Sb5,68240.0,-5.84547639475,In3O12Sb5
In4Pb1Sr3,415937.0,-2.93891444875,In4Pb1Sr3
In6O12Te1,245526.0,-5.64607644579,In6O12Te1
K1La1O12P4,191582.0,-7.242777235,K1La1O12P4
K1La1P2S6,279616.0,-5.11484722575,K1La1P2S6
K1La1P2Se6,81300.0,-4.56523475825,K1La1P2Se6
K1Li1O4S1,71365.0,-5.7112651342900005,K1Li1O4S1
K2Li6O8Pb2,37084.0,-4.92628772389,K1Li3O4Pb1
K1Mg1O9P3,28012.0,-6.8616701425,K1Mg1O9P3
K1N1O2,86117.0,-5.6509376081300005,K1N1O2
K1N1O3,28077.0,-5.7161707935,K1N1O3
K1N3O4,280598.0,-6.00250175094,K1N3O4
K1Na1O4S1,77343.0,-5.5323828092900005,K1Na1O4S1
K1Na1O7S2,413050.0,-5.709087273180001,K1Na1O7S2
K1Na2O9P3,2346.0,-6.503822119,K1Na2O9P3
K1O12P3Sn4,59857.0,-6.5670052455,K1O12P3Sn4
K1O12P3Ti2,67091.0,-7.4639723675,K1O12P3Ti2
K1O12P3Zr2,4427.0,-7.7510581625,K1O12P3Zr2
K1O12P4Y1,80114.0,-7.299079395830001,K1O12P4Y1
K1O12Sb3Zn4,421547.0,-5.418113035499999,K1O12Sb3Zn4
K2O4Pb2,65501.0,-4.92551126563,K1O2Pb1
K1O2Sb1,411214.0,-5.33556630625,K1O2Sb1
K1O3P1,26147.0,-6.51266173825,K1O3P1
K2O6S2,27580.0,-5.61743884467,K1O3S1
K2O6S4,65434.0,-5.34527039521,K1O3S2
K1O3Sb1,5311.0,-5.6660652339999995,K1O3Sb1
K1O4P1Sr1,83598.0,-6.64827977036,K1O4P1Sr1
K1O4P1Zn1,88955.0,-6.03640711429,K1O4P1Zn1
K2O8S2,16972.0,-5.579107679169999,K1O4S1
K1O5Sb3,28493.0,-5.71749033889,K1O5Sb3
K1O6Se2Y1,238044.0,-6.14170180575,K1O6Se2Y1
K2O12Te4,1728.0,-5.28419929611,K1O6Te2
K1O6Te2Y1,291295.0,-6.16854301875,K1O6Te2Y1
K1O7P2Ti1,90013.0,-7.1484541540899995,K1O7P2Ti1
K1O7P2Y1,160190.0,-7.409724895,K1O7P2Y1
K1O7Sb1Zn4,421546.0,-4.979370855380001,K1O7Sb1Zn4
K1O8P1Sb2,61388.0,-6.28281094271,K1O8P1Sb2
K1O8P2Sb1,61788.0,-6.609396705,K1O8P2Sb1
K1O8P2W1,93527.0,-7.243789449789999,K1O8P2W1
K2P2S6,33278.0,-4.442028905,K1P1S3
K1P1S4Sn1,248911.0,-4.49666684143,K1P1S4Sn1
K2P2Se6,173417.0,-3.918936232,K1P1Se3
K4P8Te4,249937.0,-4.1998385775,K1P2Te1
K8Pb8,401436.0,-2.64044281125,K1Pb1
K1Pb2,104613.0,-3.051272795,K1Pb2
K2S8Sn2,73004.0,-4.17535842854,K1S4Sn1
K2Sb4Se8,402886.0,-3.82470954214,K1Sb2Se4
K2Se4Sn2,153907.0,-3.76528683,K1Se2Sn1
K2Se8Sn4,72386.0,-3.90216813286,K1Se4Sn2
K1Sn2,190812.0,-3.25198043583,K1Sn2
K2La1P2S7,279617.0,-4.91522866687,K2La1P2S7
K2La1P2Se7,279611.0,-4.37833860583,K2La1P2Se7
K2Li14O14Pb3,35250.0,-4.94517488091,K2Li14O14Pb3
K4N2O14S4,16879.0,-5.702363878330001,K2N1O7S2
K2N2O5S1,165627.0,-5.76458076525,K2N2O5S1
K2N4O12Pd1,166766.0,-5.70012791763,K2N4O12Pd1
K2Na3O10P3,262729.0,-6.227919191669999,K2Na3O10P3
K2O11Sb4,2061.0,-5.84097669441,K2O11Sb4
K2O12P4Sr1,15725.0,-6.83805148579,K2O12P4Sr1
K2O12P4Zn1,166829.0,-6.57195019105,K2O12P4Zn1
K2O12Se4Zn3,429803.0,-5.01060450667,K2O12Se4Zn3
K2O26Pd1S8,425249.0,-5.68355883892,K2O26Pd1S8
K2O3S1,60762.0,-5.2382261425,K2O3S1
K2O3Te1,65640.0,-4.8922840425,K2O3Te1
K4O8P2,418250.0,-5.95848957357,K2O4P1
K2O4S1,79780.0,-5.56715345607,K2O4S1
K2O4Se1,81690.0,-5.038732805,K2O4Se1
K2O5S2,60025.0,-5.462447771109999,K2O5S2
K2O5Te2,83844.0,-5.0922325075,K2O5Te2
K2O6P1Sb1,201788.0,-6.118324277999999,K2O6P1Sb1
K2O6S2Se1,25027.0,-5.388619059550001,K2O6S2Se1
K2O6S3,26719.0,-5.45715288114,K2O6S3
K2O7P2Sn1,419264.0,-6.427511634169999,K2O7P2Sn1
K2O7P2Sr1,39468.0,-6.61026288604,K2O7P2Sr1
K2O7P2Zn1,95959.0,-6.2491561675,K2O7P2Zn1
K2O7S2,249741.0,-5.71326151818,K2O7S2
K2O7Se2,428748.0,-5.07331889682,K2O7Se2
K2O8Pb1S2,27652.0,-5.77846494077,K2O8Pb1S2
K4O18Si6Sn2,151543.0,-6.936918089,K2O9Si3Sn1
K4P2S6,426905.0,-4.28454266438,K2P1S3
K4P2Se6,409814.0,-3.8386828360400003,K2P1Se3
K2S10Sb2Sn3,428443.0,-4.304861194119999,K2S10Sb2Sn3
K4Se6Sn2,300234.0,-3.67413126167,K2Se3Sn1
K4Sn2Te6,409483.0,-3.2955304025,K2Sn1Te3
K3La1O8P2,196127.0,-6.72670469893,K3La1O8P2
K3La1O9Te2,195647.0,-5.683996958330001,K3La1O9Te2
K3N1O3,37204.0,-4.72536107357,K3N1O3
K3N1O4,36632.0,-4.9403216068699995,K3N1O4
K3Na1O8S2,26014.0,-5.56784952929,K3Na1O8S2
K3Na1O8Se2,73463.0,-5.04335803464,K3Na1O8Se2
K3O3Sb1,279579.0,-4.725236005,K3O3Sb1
K3O4P1,158801.0,-5.74536508219,K3O4P1
K3O4Sb1,280867.0,-4.95348094438,K3O4Sb1
K3O8P2Sc1,196130.0,-6.75403391167,K3O8P2Sc1
K3O9S3Sb7,4215.0,-5.30275838977,K3O9S3Sb7
K6Se6Sn2,410863.0,-3.54700237286,K3Se3Sn1
K6Sn2Te6,10109.0,-3.22329011071,K3Sn1Te3
K4Na2O6Te1,202073.0,-4.51012165154,K4Na2O6Te1
K4O3Sb2,280170.0,-4.26527291556,K4O3Sb2
K4O7P2,187834.0,-6.05557142115,K4O7P2
K10Pb48,410090.0,-3.3515033386199997,K5Pb24
K6N4O3W2,73549.0,-5.9662990016699995,K6N4O3W2
K6O1S6Si2,73996.0,-4.495222686,K6O1S6Si2
K6Sb3Tl2,93048.0,-2.5475348275,K6Sb3Tl2
K7O24S6Ta1,66266.0,-6.03287918711,K7O24S6Ta1
La1Li1O12P4,416877.0,-7.2970122241699995,La1Li1O12P4
La1Li1Sn2,641391.0,-4.13861738125,La1Li1Sn2
La1Li3Sb2,49625.0,-3.89651103833,La1Li3Sb2
La1N1O2Si1,9752.0,-7.469091681669999,La1N1O2Si1
La1N2O1Ta1,411138.0,-9.002146714,La1N2O1Ta1
La1N3O6,281587.0,-6.7348686639999995,La1N3O6
La1Na1O6Se2,68467.0,-5.9986029297500005,La1Na1O6Se2
La1Na1O7P2,151526.0,-7.298932404089999,La1Na1O7P2
La1Na1O8S2,20354.0,-6.484230963330001,La1Na1O8S2
La1O1P1Zn1,85777.0,-5.8332950175,La1O1P1Zn1
La2O2S2,68498.0,-7.07713343583,La1O1S1
La1O1Sb1Zn1,182893.0,-5.38817420375,La1O1Sb1Zn1
La1O4P1,79747.0,-7.943629178330001,La1O4P1
La1O4Sb1,194550.0,-7.11191999,La1O4Sb1
La1O6Sb1Sr2,246960.0,-6.784051540499999,La1O6Sb1Sr2
La1O9P3,202640.0,-7.50989023769,La1O9P3
La1O9Sb3,55720.0,-6.56025153962,La1O9Sb3
La1P1S1,641637.0,-6.211318518330001,La1P1S1
La1P1S4,416187.0,-5.4991350927100004,La1P1S4
La1P2S6Tl1,195324.0,-5.06677981975,La1P2S6Tl1
La2P4S14Tl4,195314.0,-4.84350457667,La1P2S7Tl2
La1P2Se6Tl1,195325.0,-4.5305753835,La1P2Se6Tl1
La1Pb1Pd1,657940.0,-4.32290967444,La1Pb1Pd1
La1Pb3,641647.0,-4.2087434,La1Pb3
La1Pd1Sn1,183316.0,-4.58382269556,La1Pd1Sn1
La1Pd1Sn2,641683.0,-4.55044771875,La1Pd1Sn2
La1Pt1Sn1,416901.0,-4.96471258,La1Pt1Sn1
La1Sb1Sc1,427126.0,-5.259339395,La1Sb1Sc1
La1Sb1Se1,658794.0,-5.431900425,La1Sb1Se1
La1Sb1Te1,246637.0,-5.06922215917,La1Sb1Te1
La1Se1Te2,413171.0,-4.738630685,La1Se1Te2
La1Sn1,423421.0,-4.8241129175,La1Sn1
La1Sn1Zn1,152623.0,-3.77051779917,La1Sn1Zn1
La1Sn2,657383.0,-4.66095808,La1Sn2
La1Sn3,104720.0,-4.54838332,La1Sn3
La2Li1O6Sb1,72202.0,-7.0763170275,La2Li1O6Sb1
La2O11Te4,413651.0,-6.30857131618,La2O11Te4
La2O2S1,260145.0,-7.665083142,La2O2S1
La2O2S3Sn1,48199.0,-6.4721525584399995,La2O2S3Sn1
La2O2Se1,25804.0,-7.476168534,La2O2Se1
La2O2Te1,89557.0,-7.302054354,La2O2Te1
La2O4Se1Si1,69552.0,-7.706517584369999,La2O4Se1Si1
La2O6S1,66823.0,-7.399539701669999,La2O6S1
La2O6Te1,62134.0,-7.1464147480600015,La2O6Te1
La2Pb1Pd2,99190.0,-4.356651889,La2Pb1Pd2
La2Pb1Zn5,250756.0,-2.66132129125,La2Pb1Zn5
La2Sb1,641900.0,-4.86698563,La2Sb1
La2Sn1Zn5,250752.0,-2.7626330768700003,La2Sn1Zn5
La2Sn5,261871.0,-4.63218672786,La2Sn5
La3N1S3,416221.0,-6.77625601393,La3N1S3
La3O3Sb1,380456.0,-7.35114545643,La3O3Sb1
La3O7Sb1,246732.0,-7.62435151136,La3O7Sb1
La3Sn1,603209.0,-4.3242411375,La3Sn1
La3Sn4,423418.0,-4.78384620786,La3Sn4
La3Sn5,641994.0,-4.73743930375,La3Sn5
La3Sn7,261872.0,-4.636782374,La3Sn7
La4N2S3,415780.0,-6.976191956669999,La4N2S3
La4N2Se3,424581.0,-6.695072688330001,La4N2Se3
La4N2Te3,414591.0,-6.35989988833,La4N2Te3
La4O4Se3,419128.0,-7.140661458180001,La4O4Se3
La4Pb3,641648.0,-4.53833447143,La4Pb3
La5N1O2S4,420918.0,-7.139678611669999,La5N1O2S4
La5P1Pb3,659148.0,-4.96346270889,La5P1Pb3
La5Pb3,641643.0,-4.48145257625,La5Pb3
La5Pb3S1,659162.0,-4.95126703333,La5Pb3S1
La5Pb3Se1,659151.0,-5.32363594389,La5Pb3Se1
La5Pb3Zn1,659158.0,-4.14984478889,La5Pb3Zn1
La5Pb4,23564.0,-4.53294085833,La5Pb4
La5Sn1Zn2,261925.0,-3.67567187437,La5Sn1Zn2
La5Sn3,641987.0,-4.726415,La5Sn3
La5Sn4,642008.0,-4.82058294833,La5Sn4
La6O5S8Ti2,79367.0,-7.06663310381,La6O5S8Ti2
La6O5Se9Ti3,51459.0,-6.636393599780001,La6O5Se9Ti3
La9O5Sb5,414019.0,-6.57474711421,La9O5Sb5
Li10O10Pb1Si2,78326.0,-5.80959869196,Li10O10Pb1Si2
Li14N6O3P2,428737.0,-5.2413780056,Li14N6O3P2
Li14O14Pb3Rb2,35405.0,-4.93660639182,Li14O14Pb3Rb2
Li16N8O1Ta2,71696.0,-5.391982378890001,Li16N8O1Ta2
Li1Mg1O4P1,201138.0,-6.63749621786,Li1Mg1O4P1
Li1N1O1Si1,34106.0,-7.01228574,Li1N1O1Si1
Li1N1O3,67981.0,-5.835460138999999,Li1N1O3
Li1Na1O4S1,67702.0,-5.695788606669999,Li1Na1O4S1
Li1O12P3Sn2,83832.0,-6.801696261109999,Li1O12P3Sn2
Li1O12P3Ti2,184088.0,-7.490793876110001,Li1O12P3Ti2
Li1O12P3Zr2,201935.0,-7.755142273610001,Li1O12P3Zr2
Li1O12P4Y1,162784.0,-7.352422766389999,Li1O12P4Y1
Li1O2Sb1,262075.0,-5.641690727189999,Li1O2Sb1
Li1O3Sb1,24051.0,-5.8912478715,Li1O3Sb1
Li1O4P1Zn1,79352.0,-6.1854779767900006,Li1O4P1Zn1
Li1O4Rb1S1,26337.0,-5.68777190321,Li1O4Rb1S1
Li1O5P1Ti1,78106.0,-7.32168221094,Li1O5P1Ti1
Li1O6Sb1W1,202748.0,-6.945187494439999,Li1O6Sb1W1
Li1O7P2Sc1,91496.0,-7.40123589227,Li1O7P2Sc1
Li1O7P2Ti1,166164.0,-7.207110879089999,Li1O7P2Ti1
Li1O8Sb3,89903.0,-6.001487415,Li1O8Sb3
Li1O9P3Pb1,1123.0,-6.82048406607,Li1O9P3Pb1
Li2Mg1Pb1,104746.0,-2.5127373375,Li2Mg1Pb1
Li2N1O2P1,188494.0,-6.44609931083,Li2N1O2P1
Li2Na1O4P1,69967.0,-6.119345850619999,Li2Na1O4P1
Li2O3Sn1,21053.0,-5.671953900419999,Li2O3Sn1
Li2O3Te1,4317.0,-5.31459120708,Li2O3Te1
Li2O4S1,23723.0,-5.83120857643,Li2O4S1
Li2O4Se1,48106.0,-5.23331664214,Li2O4Se1
Li2O4Te1,1485.0,-5.37922339393,Li2O4Te1
Li2O5Te2,26451.0,-5.34180523028,Li2O5Te2
Li2O6Sn1Te1,40265.0,-5.6639099325,Li2O6Sn1Te1
Li2O6Te1W1,250678.0,-6.5255691535,Li2O6Te1W1
Li2O6Te1Zr1,202648.0,-6.449225555,Li2O6Te1Zr1
Li2O7P2Pd1,72741.0,-6.33845810375,Li2O7P2Pd1
Li2O7S2,188009.0,-5.836514841819999,Li2O7S2
Li2O7Se2,428746.0,-5.19561485318,Li2O7Se2
Li2S3Sn1,251656.0,-4.25232548708,Li2S3Sn1
Li2Se3Sn1,193769.0,-3.8807978125,Li2Se3Sn1
Li3O4P1,10257.0,-6.25937381875,Li3O4P1
Li3O4Sb1,279592.0,-5.5847413825,Li3O4Sb1
Li3O6Sb1Zn2,69189.0,-5.22366786167,Li3O6Sb1Zn2
Li3S3Sb1,424834.0,-4.13545481429,Li3S3Sb1
Li3Sn4Zn2,237636.0,-2.9453993933300002,Li3Sn4Zn2
Li4O4Pb1,38350.0,-5.08633617722,Li4O4Pb1
Li4O5Se1,92395.0,-5.1928979365,Li4O5Se1
Li4O5Te1,2403.0,-5.316581157,Li4O5Te1
Li4O7P2,59243.0,-6.43453031346,Li4O7P2
Li4S4Sn1,290832.0,-4.18074598083,Li4S4Sn1
Li4Se4Sn1,193768.0,-3.8171834822199995,Li4Se4Sn1
Li5O5Sb1,203030.0,-5.389198128180001,Li5O5Sb1
Li6O6Te1,26297.0,-5.22912864231,Li6O6Te1
Li7O6Sb1,15631.0,-5.23376424786,Li7O6Sb1
Li8O6Pb1,10062.0,-4.959017032,Li8O6Pb1
Li8O6Sn1,15104.0,-5.146353190669999,Li8O6Sn1
Mg1Na2Pb1,238202.0,-2.087081125,Mg1Na2Pb1
Mg1O13Te6,188657.0,-5.464832502749998,Mg1O13Te6
Mg1O3Se1,494.0,-5.5986926295,Mg1O3Se1
Mg1O4P1Rb1,421738.0,-6.46456981786,Mg1O4P1Rb1
Mg1O4S1,16759.0,-6.1426726175,Mg1O4S1
Mg1O4Sb2,4122.0,-6.02539345607,Mg1O4Sb2
Mg1O4Se1,109068.0,-5.538870212080001,Mg1O4Se1
Mg1O5Se2,402917.0,-5.48694295906,Mg1O5Se2
Mg1O5Te2,4318.0,-5.5971814984399995,Mg1O5Te2
Mg2O12P4,4280.0,-7.0343705841699995,Mg1O6P2
Mg1O6Pb2Te1,86138.0,-5.645080905,Mg1O6Pb2Te1
Mg1O6Pb2W1,79787.0,-6.7798983055,Mg1O6Pb2W1
Mg1O6Sr2Te1,290893.0,-6.100545707999999,Mg1O6Sr2Te1
Mg1O7P2Sr1,280782.0,-7.086540821819999,Mg1O7P2Sr1
Mg1O7S2,426707.0,-6.042001159500001,Mg1O7S2
Mg2P2Se6,413165.0,-4.091544723,Mg1P1Se3
Mg1Pb1Sr1,642747.0,-2.7664687375,Mg1Pb1Sr1
Mg1Sb2Si1,237071.0,-3.8444459225,Mg1Sb2Si1
Mg2O7P2,30434.0,-6.94658122045,Mg2O7P2
Mg2O8Te3,424305.0,-5.65598778923,Mg2O8Te3
Mg2Pb1,166350.0,-2.29267768,Mg2Pb1
Mg2S4Sn1,642793.0,-4.34132921393,Mg2S4Sn1
Mg2Se4Sn1,642819.0,-3.8591758403600003,Mg2Se4Sn1
Mg3O6Te1,6309.0,-5.9075093535,Mg3O6Te1
Mg3O8P2,31005.0,-6.868758766919999,Mg3O8P2
Mg5Na2O16P4,75271.0,-6.665370758890001,Mg5Na2O16P4
N24O2P12Zn8,417324.0,-6.717736454780001,N12O1P6Zn4
N2Na2O2,405055.0,-5.542135512080001,N1Na1O1
N1Na1O2,43485.0,-5.6449606425,N1Na1O2
N1Na1O3,15334.0,-5.6996337860000015,N1Na1O3
N1Na5O4W1,74934.0,-5.598261536819999,N1Na5O4W1
N2O2S4,410547.0,-5.45718794625,N1O1S2
N1O1Ta1,192423.0,-9.51604805583,N1O1Ta1
N1O1Ta1Zr1,76012.0,-8.5421906125,N1O1Ta1Zr1
N2O4,28331.0,-5.99487080333,N1O2
N1O2Si1Y1,44163.0,-8.459457813330001,N1O2Si1Y1
N1O2Sr1Ta1,411137.0,-8.259916293,N1O2Sr1Ta1
N1O2Tl1,50326.0,-5.440203069169999,N1O2Tl1
N1O3Rb1,93764.0,-5.66745820022,N1O3Rb1
N1O3Tl1,1818.0,-5.52902921975,N1O3Tl1
N1O6Ta3,247270.0,-9.245814335,N1O6Ta3
N4S4,109098.0,-5.65308121969,N1S1
N2S4,201218.0,-5.082464415,N1S2
N4Se4,14325.0,-5.0897825225,N1Se1
N1Sn3Zr5,656291.0,-6.74191278389,N1Sn3Zr5
N1Te3Y3,428426.0,-6.38182472607,N1Te3Y3
N2Na4O2W1,73101.0,-5.761518835,N2Na4O2W1
N2O1,22397.0,-5.384846765830001,N2O1
N4O2S4,37165.0,-5.82192103375,N2O1S2
N2O1Si2,66540.0,-8.130833629,N2O1Si2
N2O28Pd1S8,426273.0,-5.70697146103,N2O28Pd1S8
N2O2S2Se1,69978.0,-5.53318498071,N2O2S2Se1
N2O2S3,41538.0,-5.67262363643,N2O2S3
N2O3,66362.0,-6.025781725,N2O3
N2O5,30639.0,-5.80233497429,N2O5
N2O5S3,14151.0,-5.826481179,N2O5S3
N2O6Pb1,174004.0,-5.99720890056,N2O6Pb1
N2O6Pd1,425998.0,-5.63858923778,N2O6Pd1
N2O6Sr1,35494.0,-6.27362499972,N2O6Sr1
N2O8Pb2Se1,60893.0,-5.81906177423,N2O8Pb2Se1
N2O9Pb2Se1,429149.0,-5.8069174000000015,N2O9Pb2Se1
N2Se1Zr2,424266.0,-8.272575214,N2Se1Zr2
N3Na1O9Rb2,195082.0,-5.68485590833,N3Na1O9Rb2
N3O1Ta2,182352.0,-8.461202925,N3O1Ta2
N4Na2O12Pd1,92625.0,-5.68408128421,N4Na2O12Pd1
N4O12Pd1Rb2,158878.0,-5.68840975763,N4O12Pd1Rb2
N4O3S4,25508.0,-5.65028425545,N4O3S4
N4O3S5,2274.0,-5.742496706669999,N4O3S5
N4O3Si3Y2,89931.0,-8.38245154875,N4O3Si3Y2
N6O14Zn1,422032.0,-5.7816140473800015,N6O14Zn1
N6O8S7,49015.0,-5.824646619759999,N6O8S7
N21P3,416415.0,-7.371212881669999,N7P1
N8O6P6Sr3,163603.0,-7.378308578260001,N8O6P6Sr3
N9O1P1,261979.0,-7.283092064319999,N9O1P1
