,smiles,ionization energy,electron affinity
29162,CCN1[CH]N(C)CC1,-2.137221800616176,-2.067670913663448
29164,CCN1[CH]N(CC)C=C1,-2.604867161789749,-2.302282708381873
29165,CCN1[CH]N(CC)CC1,-2.160949646243408,-2.1026368329643166
29170,CCN1[CH]NC=C1,-2.506744901088573,-2.1810312403621457
29172,CCN1[CH]NCCC1,-2.295044627032122,-2.273738545465497
29203,CCN1[C](C)CCN1C,-1.8216305694453332,-2.354581927757553
29419,CCNC[C](C)NCC,-1.802582986946884,-2.160024477949862
29562,CCN[CH]N(CC)CC,-2.294826940375545,-2.249602537357183
29563,CCN[CH]NCC,-2.2893031414509792,-2.227153600840435
29602,CCN[C](C)[C@H](C)N,-1.8435352893206387,-2.405166864706501
29605,CCN[C](CC)CN,-1.8429366510135048,-2.275888201205384
29607,CCN[C](CN)C(C)C,-1.8502291540258533,-2.2695752881491797
29613,CCN[C]1CCCCO1,-1.827780217510652,-2.204731875157306
31761,CC[C@@H]1CC[C](C)N1,-1.8133040548111496,-2.237874668704701
32779,CC[C@H](C)[C](CN)NC,-1.842229169376536,-2.321248658384106
32788,CC[C@H](C)[C](N)O,-1.8194264920428496,-2.0673171728465096
35345,CC[C](C)N(C)CCN,-1.8233448518705184,-2.308269091453212
35347,CC[C](C)N(N)CC,-1.9789636008839813,-2.0649226196179744
35349,CC[C](C)N1CCCC1,-1.9086235998011616,-2.2697657639736843
35518,CC[C](CC)N(C)C,-1.8620930768386963,-2.2953439461864624
35618,CC[C](N)N(C)C,-2.381656705735846,-2.1874529967481857
35619,CC[C](N)N(CC)CC,-2.4238879172200853,-2.5762685772076823
35620,CC[C](N)NCCCN,-2.4254933563154357,-2.277901802783363
35846,CC[C]1CCCN1C,-1.873630469666673,-2.259697756082243
35880,CC[C]1CC[C@H](C)N1,-1.815018337236335,-2.552404677420089
35968,CC[C]1N(C)CCN1C,-2.3567587943279653,-2.3655206822783965
35981,CC[C]1NC(C)(C)CO1,-1.9291133564040748,-2.026038340487889
35982,CC[C]1NC=CCN1,-2.070636894367045,-2.306745284852532
35983,CC[C]1NCCCO1,-1.941711971684412,-2.04345327305737
35991,CC[C]1N[C@H](CC)CO1,-1.94244666415036,-2.0212492340323647
36011,CC[C]1OCCN1CC,-1.9234807141496733,-2.0604872539778407
37101,CN(C)C1=C[CH]NC=C1,-2.03787505246866,-2.4239967605483743
37493,CN(C)[CH]/C=C/N(C)C,-1.8519706472831112,-2.3654662606127053
37496,CN(C)[CH]/N=C/N(C)C,-1.9210045284249213,-2.317248666058674
37617,CN(C)[C]1CCCC1,-1.8468550108411736,-2.2118066915130776
37619,CN(C)[C]1CCCCN1,-2.3744730460517864,-2.282690909241981
37626,CN(C)[C]1CC[C@H](N)C1,-1.820868666145767,-2.236133175447444
37892,CN([CH]N)CCCN,-2.239697794458175,-2.1253850886354053
38095,CN1C=CN[C@H](N)[C]1N,-2.079099463163136,-2.023562154763137
38096,CN1C=CN[C](N)[C@@H]1N,-2.0517525768610283,-2.2700650831280247
38267,CN1CCC[C]1CCN,-1.821712201943097,-2.343561540738947
38846,CN1[CH]C=C(N)C=C1,-2.0665552695453964,-2.4422008072510404
38896,CN1[CH]CCCCCC1,-1.854392411343719,-2.0977116723468847
39010,CN1[CH]N(C)CCC1,-2.198935967910472,-2.168378203417664
39011,CN1[CH]N(C)CCCC1,-2.168378203417664,-2.329167010537208
39013,CN1[CH]N(C)N(C)CC1,-2.0927320900653084,-2.073194712588013
39014,CN1[CH]N(C)N=C1,-2.1829904202759804,-2.1390721372017216
39020,CN1[CH]N=CN1,-1.8105013390999851,-2.188759116690742
39023,CN1[CH]NC=C1CCN,-2.6175201987342307,-2.212378118988139
39025,CN1[CH]NCCC1,-2.334037749490496,-2.010718641992604
39959,CNC[C](C)NC,-1.8196713895330456,-2.148595928450173
40645,CN[C](C)CN,-1.9006236151502964,-2.1553170039890066
40695,CN[C]1CCCC1,-1.8084605266899343,-2.2893575631151237
40699,CN[C]1CCCO1,-1.9987730866835447,-2.009385311217976
40725,CN[C]1NCCC[C@@H]1N,-2.3895478470584224,-2.250935868131812
42994,COCN1[CH]N(C)C=C1,-2.4372484357999893,-2.1230993787351577
43002,COCN[CH]NCOC,-2.142228593729824,-2.0320247235592284
45624,CO[C]1CCCCN1,-1.9383650393302576,-2.0970041907114623
46399,CSCCN(C)[C](C)C,-1.8278890608389409,-2.14407893031537
48063,C[C@@H]1CC(C)(C)N[CH]N1,-2.32690851147058,-2.466935453664942
48192,C[C@@H]1CCCN[C]1CN,-1.837984279562454,-2.4336021842945885
48296,C[C@@H]1CCN(C)[CH]N1,-2.246119550842668,-2.258446057803831
48560,C[C@@H]1CC[C]2CCCN21,-1.825331242617972,-2.3204051225883235
48631,C[C@@H]1CN(C)[CH]N1C,-2.1553986364867703,-2.062963439702593
48743,C[C@@H]1CN[CH]N1C,-2.171942822426849,-2.153956462382306
49265,C[C@@H]1C[C]2CCCCN21,-1.8093856949834808,-2.242173980182927
51413,C[C@H](N)[C]1CCCCN1,-1.806555768440244,-2.17428295399124
51415,C[C@H](N)[C]1CCCN1,-1.8005965962009771,-2.1884325867043297
51419,C[C@H](N)[C]1NCCN1,-2.2647317600279635,-2.297656866917235
53048,C[C@H]1C[C@@H](C)N[CH]N1,-2.298745300204761,-2.346309834785967
57065,C[CH]N(C(C)C)C(C)C,-1.8249502909674156,-2.0735756642385703
60192,C[C](C(C)C)N(C)C,-1.8235625385286425,-2.171779557434416
60697,C[C](C)N(C)C(C)C,-1.9504466488012249,-2.202010791942358
60703,C[C](C)N(C)CCCN,-1.8530862914011623,-2.2659290366422318
60704,C[C](C)N(C)CCN,-1.883861742552094,-2.1500925242187816
60706,C[C](C)N(C)C[C@@H](C)N,-1.820950298641983,-2.250609338146946
60709,C[C](C)N(C)N(C)C,-1.983834339838816,-2.1106368176136345
60714,C[C](C)N(CCN)C(C)C,-1.817630577121448,-2.2633167967571186
60719,C[C](C)N(N)C(C)C,-1.8674536107708293,-2.039616545727464
60730,C[C](C)N1CC(C)C1,-1.8414400552448968,-2.217820285416489
60731,C[C](C)N1CC(CN)C1,-1.837793803737949,-2.219289670353025
60741,C[C](C)N1CCC(N)=N1,-1.999616622479328,-2.1776843080095385
60742,C[C](C)N1CCC1,-1.829004704956992,-2.2045686101633266
60743,C[C](C)N1CCCC1,-1.913956922899676,-2.212568594814191
60745,C[C](C)N1CCCCC1,-1.831208782359476,-2.1438068219946484
60750,C[C](C)N1CC[C@@H]1C,-1.8131952114828611,-2.2081876508382017
60752,C[C](C)N1CC[C@@H]1CN,-1.804678221022626,-2.215480153852097
60766,C[C](C)N1NCC[C@@H]1C,-2.0579294357584192,-2.09055522349335
60794,C[C](C)NC(C)(C)CN,-1.8334944922597227,-2.2296569973972598
60805,C[C](C)NCC(C)(C)C,-1.8145829639216344,-2.2614120385058816
61468,C[C](CN)NC(C)C,-1.8706372781325509,-2.381819970729826
61469,C[C](CN)NCCN,-1.82500471263156,-2.303452774164069
61713,C[C](N)N,-2.3876158779758865,-2.281711319283517
61714,C[C](N)N(C)C,-2.4033709497851,-2.2350447421614645
61715,C[C](N)N1CCCCC1,-2.332758840380011,-2.253412053856564
62372,C[C]1C=CN(C)N1C,-2.166038071853273,-2.381384597415125
62627,C[C]1CCC(C)(C)N1,-1.8300659274093527,-2.238446096179763
62628,C[C]1CCC(C)(C)N1C,-1.9131405979344172,-2.36214653909217
62629,C[C]1CCC(C)(C)N1N,-1.8118074590440885,-2.2081060183419856
62706,C[C]1CCCCCN1,-1.8228550568932205,-2.506037419451604
62710,C[C]1CCCCN1C,-1.8099299116249237,-2.176568663891487
62725,C[C]1CCCN(C)N1C,-1.8029095169332965,-2.083181087984785
62733,C[C]1CCCN1CCN,-1.868324357400231,-2.221520958587581
62734,C[C]1CCCN1CCO,-1.818773432071572,-2.1715618707778384
62735,C[C]1CCCN1N,-1.803426522744214,-2.0790450414974453
62760,C[C]1CCC[C@@H](C)N1C,-1.8323788481416716,-2.189330544164257
62761,C[C]1CCC[C@@H](C)N1N,-1.956269766878584,-2.012514556914005
62780,C[C]1CCC[C@H](C)N1N,-1.9909091561945875,-2.015725435107799
62785,C[C]1CCC[C@H](CN)N1,-1.8053857026580484,-2.271588889727158
62895,C[C]1CC[C@@H](C)CN1C,-1.803916317723059,-2.1776298863438472
62901,C[C]1CC[C@@H](C)N1,-1.8227462135633847,-2.2313440689903725
62902,C[C]1CC[C@@H](C)N1C,-1.8659298041716956,-2.2453304367110296
62941,C[C]1CC[C@H](C)N1,-1.8194264920428496,-2.237248819565495
62942,C[C]1CC[C@H](C)N1C,-1.870854964789128,-2.24478622006804
62953,C[C]1CC[C@H](CN)N1C,-1.8312359931915485,-2.2247046259493017
63293,C[C]1C[C@@H]2CCC[C@@H]2N1,-1.9042154449931,-2.2180651829066846
63296,C[C]1C[C@@H]2CNC[C@@H]2N1,-1.8264468867360235,-2.099153846449802
63321,C[C]1C[C@H](C)CN1,-1.808596580850295,-2.191643464898123
63425,C[C]1N(C)C=CN1C,-2.695479232817359,-2.360214570008861
63426,C[C]1N(C)CCN1C,-2.3013847509219456,-2.4023913598274094
63427,C[C]1N(C)C[C@@H](C)N1C,-2.3313166662770946,-2.451506911841368
63442,C[C]1N=C(N)N(C)N1,-2.2486229474010395,-2.3148541128301385
63443,C[C]1N=C(N)N[C@H](C)N1,-1.972759531157612,-2.3039697799749863
63482,C[C]1NC(N)=N[C@@H](C)N1,-1.8973855261275243,-2.207915542517481
63484,C[C]1NC2CCC1CC2,-1.8536849297082965,-2.450255213562956
63485,C[C]1NC=CCN1,-2.110908925935903,-2.316922136073808
63486,C[C]1NC=CN1,-2.6621187526133867,-2.2928949712922355
63493,C[C]1NCCC1(C)C,-1.811480929057676,-2.437874284939196
63499,C[C]1NCCN(C)N1,-2.293303133776411,-2.283262336715496
63500,C[C]1NCCN1,-2.3816567057373934,-2.0135213577037683
63517,C[C]1NC[C@@H](C)N1C,-2.336568356879392,-2.2131128114571808
63523,C[C]1NC[C@@H](C)[C@H]1C,-1.8022836677940903,-2.3525139045138834
63550,C[C]1N[C@H](C)CCN1C,-2.375942430986776,-2.320840495903024
63614,C[C]1OCC(C)(C)N1C,-1.9742833377567452,-2.1778475730019715
63633,C[C]1OCCN1C,-1.95199766623243,-2.058582495729697
63847,C[C]1[C@H](C)CCCN1C,-1.8084605266899343,-2.2984187702183485
63861,C[C]1[C@H](C)[C@H](C)NN1C,-1.8270727358752292,-2.117738844803025
63868,C[C]1[C@H](CN)CCN1C,-1.8491679315719465,-2.338581958457371
68447,NC1=C(N)NCN[CH]1,-1.8798617502282085,-2.218963140366612
68796,NCCN1[CH]NC=C1,-2.4949898216024726,-2.51920746220855
68797,NCCN1[CH]NCC1,-2.160541483760779,-2.1424190695543293
68889,NCC[C](N)N,-2.3261466081694664,-2.2564324562243057
69204,NC[C](N)N,-2.247561724947132,-2.279398398551971
69613,N[C@@H]1CCN[CH]N1,-2.344486709032493,-2.1089225351884493
70157,N[CH]N1CCCCC1,-2.254418854646327,-2.1250857694810645
70158,N[CH]N1CCC[C@@H]1O,-2.216704641299984,-2.082745714668537
70159,N[CH]N1CCNCC1,-2.2044053451724404,-2.061221946445336
70162,N[CH]NC1CCCC1,-2.226554962533301,-2.2389631019906804
70163,N[CH]NCCCN,-2.2820106384370837,-2.2091128191317484
70164,N[CH]NCCO,-2.219480146177529,-2.16380678361717
70269,N[C](N)C1CC1,-2.32048675508454,-2.212350908157614
70273,N[C](O)CCCO,-1.9397800026026493,-2.110555185117418
70305,N[C]1CCCCN1,-2.357874438446016,-2.235997121287083
70308,N[C]1CCCN1,-2.459398053163944,-2.151235379167358
70318,N[C]1CCNCN1,-2.2571399378612744,-2.215861105502654
72246,O=CC1CN[CH]NC1,-2.2655208741596025,-2.010718641992604
73678,OC1CN[CH]NC1,-2.427915120376043,-2.169276160877592
73898,OCCN1[CH]NCC1,-2.1153715024065614,-2.0819566005368983
89725,[CH]1C=CN2CCCN12,-2.046147145440246,-2.245548123369153
89731,[CH]1C=CNN1,-1.9601064942108104,-2.1210041446601893
90522,[CH]1NCCCCN1,-2.24195629352635,-2.456513704956563
90523,[CH]1NCCCN1,-2.385901595549928,-2.1014123455195235
