,smiles,time,real_reward,atom_type,buried_vol,max_spin,atom_index,IE,EA,BDE,V_diff
581768,COC(=O)[C](N(C)C(C)=S)N(C)C(C)C,2020-10-22 10:26:45.858473,100.092926,C,67.13891,0.34091967,4,1.0665343,-0.2818783,79.62689208984375,1.3484125
585305,CCN(C)[C](C(=O)OC)N(C)[C@@H](C)CN,2020-10-22 10:27:27.532684,103.06252,C,69.38641,0.3264778,4,0.8482855,-0.3330772,79.07200622558594,1.1813626
585856,CCN(C)[C](C(=O)OC)N(C)C1(C)C=C1,2020-10-22 10:27:32.645908,103.79015,C,68.65209,0.29723883,4,0.9062648,-0.21272086,79.74398040771484,1.1189857
585910,CCCN(C)[C](C(=O)OC)N(C)C(C)C,2020-10-22 10:27:33.294987,101.93022,C,68.868004,0.33875567,5,0.77262837,-0.29820603,79.27647399902344,1.0708344
587691,COC(=C(C)[O])C(O)=C(C(=N)N)N(C)C,2020-10-22 10:27:50.622293,103.11607,C,64.11556,0.21998973,8,1.0398915,-0.056253202,72.02156829833984,1.0961447
587742,CCN(C)[C](C(=O)OC)N(C)C(C)(C)C,2020-10-22 10:27:51.253589,105.24482,C,71.93957,0.333895,4,1.052326,-0.21291946,79.04407501220703,1.2652454
587846,CCN(C)[C](C(=O)OC=O)N(C)C(C)C,2020-10-22 10:28:04.185135,104.19429,C,68.98821,0.29587844,4,0.8658214,-0.45281112,78.45267486572266,1.3186326
587856,CCC(=O)C1=C2C(N)=CC([O])=C2SC1=O,2020-10-22 10:28:06.285703,100.077126,C,57.50341,0.14852574,4,0.7019532,-0.42890903,67.28756713867188,1.1308622
588186,CCN(CO)[C](C(=O)OC)N(C)C(C)C,2020-10-22 10:28:04.064442,100.40324,C,69.383995,0.37961516,5,1.111397,-0.24319927,79.683837890625,1.3545963
588200,CCN(C)[C](C(=O)OC)N(C)C(C)CN,2020-10-22 10:28:07.055646,102.681694,C,69.55569,0.33747986,4,1.0447156,-0.21690856,79.15068817138672,1.2616242
588454,CCC(C)N(C)[C](C(=O)OC)N(C)CC,2020-10-22 10:28:06.817701,102.818855,C,69.222595,0.32807475,6,0.9629662,-0.25454876,79.06127166748047,1.217515
588555,CC1=CC([O])=C2SC(=O)C(C(C)(C)N)=C12,2020-10-22 10:27:53.150249,100.01593,C,65.603386,0.3117492,9,0.74712634,-0.37693006,72.4453125,1.1240563
588617,COC(=O)[C](N(C)C(C)C)N(C)C(C)C,2020-10-22 10:28:05.322232,101.85673,C,69.17199,0.34630522,4,1.1880062,-0.20435725,79.14482879638672,1.3923634
588701,CCN(C)[C](C(=O)OC)N(C)C(C)CO,2020-10-22 10:28:05.149593,103.168625,C,69.8016,0.33265942,4,1.1420989,-0.21692806,79.22521209716797,1.3590269
588869,CCOC(=O)[C](N(C)CC)N(C)C(C)C,2020-10-22 10:28:04.695161,101.96183,C,68.955696,0.3398773,5,0.9377939,-0.230666,79.4877700805664,1.1684599
588874,CCN(CN)[C](C(=O)OC)N(C)C(C)C,2020-10-22 10:28:05.803267,101.23158,C,69.84924,0.37235314,5,1.0542643,-0.12251795,79.56486511230469,1.1767823
588962,CCN(CC)[C](C(=O)OC)N(C)C(C)C,2020-10-22 10:28:06.645837,102.75421,C,70.366005,0.35223585,5,1.1009829,-0.19280985,79.23741149902344,1.2937927
589047,CCN(C)[C](C(=O)OCO)N(C)C(C)C,2020-10-22 10:28:06.428862,102.169426,C,68.98071,0.33622572,4,1.1056249,-0.23498514,79.58699035644531,1.34061
589379,CCN(C)[C](C(=O)OC)N(C)C(C)(C)O,2020-10-22 10:28:04.509379,102.4009,C,70.415985,0.3603017,4,1.0202456,-0.2331199,79.99305725097656,1.2533655
590178,COC(=O)[C](N(C)C(C)C)N1CC[C@@H]1C,2020-10-22 10:28:18.222268,100.82305,C,65.66596,0.2968582,4,0.8476639,-0.4338951,79.42013549804688,1.281559
595692,COOC(=C(N)S)c1c([O])c(N)cn1C,2020-10-22 10:29:23.288617,102.2997,C,61.912304,0.1922521,7,1.0204992,-0.07027433,73.31712341308594,1.0907736
596370,CCN(CCOC)[C](C(=O)OO)N(C)C,2020-10-22 10:29:32.838112,101.69889,C,67.84774,0.32297704,7,1.1294854,-0.23406355,78.9852066040039,1.3635489
600533,CCN(C)[C](C(=O)OC)N(O)C(=O)C=O,2020-10-22 10:30:35.580680,102.86048,C,64.099655,0.22478347,4,0.9406469,-0.43660033,77.22227478027344,1.3772472
601399,C=C(C)C1=C([CH]C)C(=S)C(=O)C(=S)N1O,2020-10-22 10:30:49.393223,101.258545,C,63.03221,0.23547329,3,1.075026,-0.13013975,76.97428131103516,1.2051657
605164,[CH2]C(O)=C1C(OC)=C(C)C=C2CC=CN21,2020-10-22 10:31:38.630876,100.779495,C,61.47454,0.21390085,3,0.75107485,-0.43425158,79.50897216796875,1.1853265
606529,CC[C](C(N)=S)C(=S)C(=O)C(=O)NOC,2020-10-22 10:31:57.518025,101.24947,C,63.44729,0.24395627,2,0.8655501,-0.34307942,68.69640350341797,1.2086295
607047,CON(CCO)[C](C(=O)O)N(C)C(C)C,2020-10-22 10:32:04.650181,100.49238,C,68.17542,0.35366094,6,1.1922758,-0.20688322,77.42330932617188,1.399159
618441,CC([O])=C(C(OC=O)=C(O)NN)N1CC1,2020-10-22 10:34:27.003328,101.799225,C,63.0592,0.22519952,3,1.0904105,-0.13742687,65.07276153564453,1.2278373
626490,CC([CH]OO)=C1C(=O)CNC(C)=C1CN,2020-10-22 10:36:22.837971,101.366425,C,63.206467,0.2368009,5,1.1406529,0.09576901,74.58086395263672,1.0448838
635723,CCN(C)[C](C(=O)ONC)N(C)C(C)C,2020-10-22 10:38:17.182199,103.02243,C,69.44584,0.32846814,4,1.033917,-0.22123826,78.48197937011719,1.2551552
635902,CON(C)C(=O)C(=S)[C](C(O)=S)C(C)C,2020-10-22 10:38:18.725904,101.41668,C,68.71936,0.3460536,8,1.0170906,-0.381326,79.88355255126953,1.3984165
639754,CCC([NH])=C1C(O)=C(O)C=CN1C(C)C,2020-10-22 10:39:17.371356,105.15343,C,65.60013,0.208934,4,0.8404932,-0.27863348,76.19378662109375,1.1191267
643038,COC(=O)[C](N(C)CS)N(C)CC(=O)O,2020-10-22 10:39:37.406095,100.65679,C,68.117195,0.34920806,4,1.0017867,-0.44868398,76.45674133300781,1.4504707
652507,CCN1NC=C(C)C([NH])=C1C(O)=C(C)O,2020-10-22 10:42:14.118369,100.42417,C,63.122295,0.25396243,9,1.1426537,-0.12150743,77.6553955078125,1.2641611
652901,CC1=C(C)C(C(N)=O)=C(C)C(C)=C([NH])O1,2020-10-22 10:42:19.686838,100.7816,C,61.7269,0.21890597,4,1.0467999,-0.2155114,78.65876770019531,1.2623113
653184,CCN1NC=CC([NH])=C1C(OC)=C(C)O,2020-10-22 10:42:23.669080,104.484,C,64.8602,0.20752403,8,1.0583494,-0.002201208,77.94975280761719,1.0605506
653311,CCN1NC(N)=CC([NH])=C1C(O)=C(C)O,2020-10-22 10:42:25.159571,101.62051,C,62.701096,0.22161181,9,1.1724875,0.005748472,79.46517944335938,1.166739
653577,CC(O)=C(O)C1=C([NH])C(NN)=CNN1C,2020-10-22 10:42:28.235605,101.67238,C,62.36342,0.21382073,5,1.0206876,-0.1477854,77.28482818603516,1.168473
653621,CC(O)=C(O)C1=C([NH])C(N)=C(C)NN1C,2020-10-22 10:42:28.750435,101.04769,C,62.185356,0.2227533,5,1.1671178,-0.08101646,78.73135375976562,1.2481343
653776,COC(=C(C)O)C1=C([NH])C=CNN1C,2020-10-22 10:42:30.632406,101.9688,C,63.77951,0.23621418,6,1.118885,0.0036512231,77.92536926269531,1.1152338
654181,COC(=C(C)O)C1=C([NH])C(O)=CNN1C,2020-10-22 10:42:34.129043,104.37907,C,63.738976,0.18719812,6,1.1395345,-0.16799957,75.7410659790039,1.307534
654201,CCOC(=C(C)O)C1=C([NH])C=CNN1C,2020-10-22 10:42:34.313352,101.59506,C,63.545246,0.23900372,7,1.1109943,-0.004310974,77.92536926269531,1.1153053
654220,COC(=C(C)O)C1=C([NH])C=C(C)NN1C,2020-10-22 10:42:34.472491,101.61515,C,63.524963,0.23819622,6,1.1008809,-0.080174185,77.75563049316406,1.1810551
654362,CCC(O)=C(OC)C1=C([NH])C=CNN1C,2020-10-22 10:42:36.122799,102.13544,C,64.23244,0.24193993,7,1.1949596,0.03122329,77.92536926269531,1.1637363
654429,COC(C)=C(OC)C1=C([NH])C=CNN1C,2020-10-22 10:42:36.950380,103.377266,C,64.17392,0.21593304,7,1.124815,-0.028319724,77.92536926269531,1.1531347
659332,[CH2]C(CO)=C(NOC)C1=C(C)C=C1O,2020-10-22 10:43:49.296419,100.15243,C,59.87878,0.19452703,4,0.76884395,-0.23544896,79.32071685791016,1.004293
661492,COC(=C(C)O)C(=C([O])C(=N)N)N(C)C,2020-10-22 10:44:16.966757,104.68537,C,68.824455,0.28278166,6,1.0295534,-0.09355765,67.23941802978516,1.123111
662982,COC(=O)[C](N(C)CCO)N(O)CCO,2020-10-22 10:44:39.423459,100.52735,C,66.02428,0.30993852,4,1.1646245,-0.28550142,78.95005798339844,1.4501259
663890,CON(CCO)[C](C(=O)O)N(C)CCO,2020-10-22 10:44:51.599688,102.12022,C,68.70217,0.33163914,6,1.1424663,-0.26816836,74.77637481689453,1.4106346
665107,CCN(O)[C](C(=O)C(C)=O)C(C)=C(C)C,2020-10-22 10:45:03.179963,102.79292,C,67.976555,0.3036726,4,0.97776645,-0.0900738,78.54216766357422,1.0678402
666695,COC(=C(C)[O])C(=C(N)O)C1=C(N)S1,2020-10-22 10:45:25.449168,101.00097,C,60.77467,0.19547407,2,1.1597769,-0.19272436,77.8963394165039,1.3525013
667548,CCN(C)[C](C(=O)OC)N(C)C1(O)C=C1,2020-10-22 10:45:46.823014,101.0162,C,68.28707,0.3454175,4,1.0207522,-0.23173879,79.58818054199219,1.252491
676725,CNC(C)(C)C(=C([NH])O)C(OC)=C(C)O,2020-10-22 10:48:00.936733,102.370575,C,74.18834,0.43635535,5,0.65750146,-0.46394426,79.46556091308594,1.1214457
677720,CC=C(OC)C(=C([O])C(N)(N)S)N(C)C,2020-10-22 10:48:09.254630,107.71902,C,71.73443,0.28030825,5,0.9995124,-0.44393617,74.52201843261719,1.4434485
678982,CC(O)=C1OC(O)=C(C)C([NH])=C1N(C)C,2020-10-22 10:48:19.078922,101.22683,C,63.727448,0.25001237,11,0.98029256,-0.30688745,76.44144439697266,1.28718
679285,CCN1C=C(S)C(O)=C(OC)C1=C(C)[NH],2020-10-22 10:48:35.963838,103.08212,C,61.34182,0.16519397,8,0.5915896,-0.4934836,74.9889907836914,1.0850732
685370,C=C1CCC(=O)N(C)[C]1C(O)=C(C)OC,2020-10-22 10:50:36.929503,100.85481,C,65.21118,0.28712744,8,1.0348554,-0.22905536,76.30207061767578,1.2639108
685814,C=C1CCC(=O)N(C)[C]1C(OC)=C(C)O,2020-10-22 10:50:47.358401,100.832886,C,68.08616,0.34506547,8,1.0238099,-0.21029954,78.01861572265625,1.2341094
689483,COOC(=O)[C](N(C)C)N(C)C(C)(C)C,2020-10-22 10:52:03.656698,105.12966,C,69.76566,0.29272008,5,1.0999601,-0.2554605,79.18295288085938,1.3554206
690840,COC(C(C(=N)N)=C(C)O)=C([O])N(C)O,2020-10-22 10:52:36.452059,101.75573,C,63.31471,0.23117962,2,1.0113204,-0.32704362,65.51316833496094,1.338364
695724,CC=C(C)C(=O)[C](C(O)=C(C)O)N(C)C,2020-10-22 10:53:58.432587,103.07962,C,65.8531,0.25546965,6,0.6939045,-0.49338347,78.78376007080078,1.187288
696327,CCN(C)C1=C([NH])C(C)=COC1=C(C)O,2020-10-22 10:54:07.774278,103.0694,C,64.319565,0.22500336,4,0.9918733,-0.35312447,76.04928588867188,1.3449978
696330,CC(O)=C1OC(C)=C(N)C([NH])=C1N(C)C,2020-10-22 10:54:07.843471,103.8572,C,63.568275,0.19422153,11,0.87689924,-0.37684423,78.46317291259766,1.2537434
696347,CC(O)=C1OC(C)=C(C)C([NH])=C1N(C)C,2020-10-22 10:54:08.264511,100.05132,C,63.832207,0.27561766,11,0.9690883,-0.2719704,76.8980712890625,1.2410587
696375,CC(O)=C1OC(C)=C(O)C([NH])=C1N(C)C,2020-10-22 10:54:08.674794,102.23179,C,63.464005,0.22464435,11,1.0058181,-0.30244577,75.6249008178711,1.3082639
696400,CC(O)=C1OC=C(CO)C([NH])=C1N(C)C,2020-10-22 10:54:09.009235,100.76862,C,64.1206,0.2670395,11,0.9213615,-0.4409507,76.29435729980469,1.3623122
696427,CC1=COC(=C(O)CO)C(N(C)C)=C1[NH],2020-10-22 10:54:09.303065,102.060074,C,64.06152,0.24002893,9,0.98653233,-0.30781505,76.0208740234375,1.2943474
696577,CCC1=COC(=C(C)O)C(N(C)C)=C1[NH],2020-10-22 10:54:11.841132,101.64452,C,64.33913,0.25389203,9,0.9606821,-0.37242937,76.17951202392578,1.3331115
696669,CC(O)=C1OC(N)=C(O)C([NH])=C1N(C)C,2020-10-22 10:54:13.157616,106.02129,C,63.42766,0.14812735,11,0.95394784,-0.3383727,75.61197662353516,1.2923205
696731,CCC(O)=C1OC=C(C)C([NH])=C1N(C)C,2020-10-22 10:54:13.890928,101.531,C,64.06141,0.25060827,11,0.94141716,-0.39595374,76.06421661376953,1.3373709
697018,C=CC(O)=C1OC(C)=CC([NH])=C1N(C)C,2020-10-22 10:54:18.076879,100.09672,C,63.34429,0.2649515,11,0.8800502,-0.14143647,76.5256118774414,1.0214866
697365,CC1=CC([NH])=C(N(C)C)C(=C(O)CN)O1,2020-10-22 10:54:22.495503,100.60499,C,63.66835,0.26126722,5,0.8230621,-0.4533458,76.5256118774414,1.276408
698220,CON(C)C(=C(C)[O])C(=C(N)O)N(C)C,2020-10-22 10:54:25.697481,102.52537,C,69.20121,0.3335169,4,0.73192555,-0.4935857,70.81324768066406,1.2255113
700300,CC([O])=C1C(C)=C(C)N(O)OC1=C(C)O,2020-10-22 10:55:09.096557,100.10956,C,63.211662,0.26204214,3,0.90127295,-0.38451084,70.82560729980469,1.2857838
701274,COC([C](C(N)=S)N(C)C(C)C)=C(C)O,2020-10-22 10:55:25.823760,100.89275,C,67.93652,0.34087545,3,1.0250874,-0.11741016,78.98833465576172,1.1424975
704379,CCN1C=CSC([O])=C1C(OC)=C(C)O,2020-10-22 10:56:27.339710,102.61668,C,66.75995,0.28286546,8,0.80679244,-0.48321822,65.36155700683594,1.2900107
706421,[CH2]C1=C(N(C)C)C(OC)=C(O)C=C(C)N1,2020-10-22 10:57:15.308197,100.02423,C,62.40548,0.24762495,2,0.82624274,-0.3952087,79.82221984863281,1.2214514
707896,CC(C)=C1C=CCC(=C(N)O)C1=C(N)[O],2020-10-22 10:57:53.373717,103.13713,C,65.13724,0.24000207,11,0.7018443,-0.4751587,66.64302825927734,1.1770029
708844,COC([C](C(C)=O)N(C)C)=C(O)C(C)=O,2020-10-22 10:58:16.506183,101.16015,C,65.81422,0.29308128,3,0.8533873,-0.34707063,79.38422393798828,1.2004579
708882,COC(=O)[C](C(=S)C(O)=S)N(C)C(C)C,2020-10-22 10:58:17.525857,106.113556,C,67.434235,0.22641361,4,1.006098,-0.35944802,73.9677505493164,1.365546
710925,CC(C)N(C)[C](C(=O)O)N(C)c1cc1=S,2020-10-22 10:58:59.524154,103.39269,C,65.59796,0.24410535,5,0.8686909,-0.29758662,77.17724609375,1.1662775
711170,CCN(C)[C](C(=O)O)N(C)c1cc1=S,2020-10-22 10:59:03.075136,103.48363,C,65.316185,0.23665123,4,0.9934178,-0.295427,72.54571533203125,1.2888448
714996,COC([C](C(=O)C(C)=O)N(C)C)=C(C)O,2020-10-22 11:00:03.962709,102.501724,C,67.34993,0.29696417,3,0.8831393,-0.30602187,75.82853698730469,1.1891612
715051,CCCN(C)[C](C(=O)CO)C(=S)C(O)O,2020-10-22 11:00:05.036680,103.959694,C,65.741875,0.23564364,5,0.9329048,-0.16879532,79.27693939208984,1.1017001
716733,COC(=O)[C](N(C)C)N(C(C)=S)C(C)C,2020-10-22 11:00:35.099628,100.96362,C,67.93096,0.33934674,4,1.0444922,-0.29022235,79.63457489013672,1.3347147
717123,C=C(C)N1C=C(C)C(O)=C(O)C1=C(C)[O],2020-10-22 11:00:41.560937,100.35558,C,61.8974,0.23083638,11,1.0019102,-0.109844066,71.26338195800781,1.1117543
717604,CC=C([C](C(=S)OC)N(C)C)C(C)(C)C,2020-10-22 11:00:49.405089,106.49384,C,71.26682,0.29545954,3,1.0328665,-0.20656374,77.66822052001953,1.2394302
719521,C=C1CCC(=O)N(C)[C]1C(O)=C(O)CC,2020-10-22 11:01:19.531687,101.29601,C,65.3162,0.28040373,8,0.99108344,-0.21980354,76.65611267089844,1.210887
719537,CCC(=O)[C](C(=S)C(O)O)N1CC(C)C1,2020-10-22 11:01:19.761790,101.35082,C,64.237724,0.25773802,4,1.1241882,-0.07776026,75.48206329345703,1.2019484
719743,CCN(CC)[C](C(=O)CN)C(=S)C(O)O,2020-10-22 11:01:23.868637,105.1511,C,68.310234,0.2631826,5,1.1494489,-0.13430527,78.136474609375,1.2837541
720032,CC(=O)[C](C(=S)C(O)O)N1CC(C)(C)C1,2020-10-22 11:01:29.001031,101.37194,C,64.07085,0.25397813,3,0.8422544,-0.17425428,71.5899429321289,1.0165087
721263,CC=C(CCCN)[C](C(=S)OC)N(C)C,2020-10-22 11:01:50.089645,104.45418,C,68.703415,0.2849847,7,0.8967104,-0.36145705,78.93888092041016,1.2581675
722121,COC(=S)[C]([C@H](C(C)=O)N(C)C)N(C)C,2020-10-22 11:02:08.212722,100.093216,C,71.42588,0.42665327,4,0.979141,-0.33465624,74.06999969482422,1.3137972
722998,CON(C)C(=C(C)O)C(=C([NH])O)N(C)C,2020-10-22 11:02:31.602253,100.31744,C,68.21656,0.35798255,8,0.75217843,-0.4312327,75.11370849609375,1.1834111
723009,CC=C(C)[C](C(O)=S)N(C)C(=O)C(=O)O,2020-10-22 11:02:31.933415,100.04594,C,64.592026,0.29092178,4,0.7972482,-0.42229384,74.34089660644531,1.219542
723695,COC(=S)[C](C(C)=C(C)O)N(C)C(C)C,2020-10-22 11:02:47.929670,102.58367,C,70.02706,0.34886777,4,0.99406165,-0.090694286,77.81378936767578,1.0847559
723765,COC(C)=C(OC)C1=C([NH])SC=CN1C,2020-10-22 11:02:48.957525,103.96729,C,66.67572,0.25416857,7,1.1143332,0.025204502,78.91381072998047,1.0891286
725579,C=C1C=CC(O)=C(C(OC)=C([NH])O)N1C,2020-10-22 11:03:26.093808,100.97603,C,58.475544,0.1499903,7,0.8019729,-0.26263416,75.36328125,1.0646071
725966,CCN(CC)[C](C(=O)O)C(=S)C1=C(O)O1,2020-10-22 11:03:33.637580,101.06291,C,65.247955,0.2837008,5,1.1791453,-0.0974463,74.4312515258789,1.2765917
726176,CCN([C](C(=O)O)C(=S)C(O)=S)C(C)C,2020-10-22 11:03:38.094727,106.8255,C,68.59539,0.23539779,3,1.0984874,-0.15885924,76.73566436767578,1.2573466
728536,CCC(O)=C1C(=C([NH])O)N(C)C=CN1C,2020-10-22 11:04:17.888967,100.944626,C,63.35202,0.24814793,5,1.1143234,-0.09887371,73.9778060913086,1.2131971
729635,CC=C[C](C(O)=C(C)O)N(C)C(C)(C)C,2020-10-22 11:04:38.337890,100.241295,C,66.97402,0.3346545,3,0.902909,-0.2538212,79.37269592285156,1.1567302
729688,CCOC[C](C(=S)[C@@](C)(O)CC)N(C)C,2020-10-22 11:04:39.591272,101.75095,C,67.78371,0.3206551,4,0.9444783,-0.22081588,78.69381713867188,1.1652942
729703,CC=CC(=O)[C](C(OC)=C(C)O)N(C)C,2020-10-22 11:04:39.949974,102.40139,C,65.340935,0.25879082,5,0.7319492,-0.4932801,78.03900146484375,1.2252293
730506,CCN(C)[C](C(=O)OC)N(O)C(C)(C)C,2020-10-22 11:04:55.915399,101.08035,C,68.47874,0.34796765,4,1.1138129,-0.20309952,79.85088348388672,1.3169124
731651,CC[C@@](C)(O)C(=S)[C](NC(C)C)C(=O)O,2020-10-22 11:05:18.259479,100.43173,N,61.961155,0.23058844,8,0.77810925,-0.29046232,71.72611999511719,1.0685716
732554,CC1CN([C](C(=O)O)C(=S)C(C)(C)O)C1,2020-10-22 11:05:33.002314,101.48129,C,64.625175,0.26287767,4,0.9148207,-0.39035827,75.34048461914062,1.3051789
732607,CC[C@@](C)(O)C(=S)[C](C(=O)O)N1CCC1,2020-10-22 11:05:33.907847,102.54605,C,66.208694,0.27325293,7,0.81321084,-0.39642042,75.22233581542969,1.2096312
733184,CCN([C](C(=O)OOC)N(C)C)C(C)C,2020-10-22 11:05:44.601787,103.99472,C,69.72244,0.31455442,3,1.1174266,-0.2166127,79.30540466308594,1.3340393
735058,CC[C@H](C)N(C)[C](C(=O)OO)N(C)CC,2020-10-22 11:06:21.356362,104.83391,C,69.20167,0.28735512,6,0.82023376,-0.2386901,78.03341674804688,1.0589238
738498,COC1=C(N2CC2)C(=C(N)[O])N(C)C=C1,2020-10-22 11:07:45.706670,102.40849,C,63.26026,0.21703541,3,0.9948593,-0.47020987,58.50420379638672,1.4650692
739238,COC(C)=C(O)[C](C(C)=O)N(C)C(C)C,2020-10-22 11:08:01.816306,101.22991,C,66.63337,0.30806914,6,0.99539286,-0.22413683,79.64427185058594,1.2195296
742922,CCC(O)=C(OO)C1=C([NH])CCN1CC,2020-10-22 11:09:04.925695,105.47756,C,67.011345,0.23067568,7,0.82159543,-0.27569932,74.82205200195312,1.0972948
742928,C=C1OC([O])=C(CN)C(OC)=C1N(C)C,2020-10-22 11:09:07.328936,101.05259,C,65.108986,0.281128,11,1.105757,-0.22456591,60.04522705078125,1.3303229
744028,COC1=C(N)NC=C(C)C([O])=C1N(C)C,2020-10-22 11:10:05.660796,100.61703,C,59.289368,0.17344682,2,0.94731027,-0.36937287,63.614723205566406,1.3166832
745328,C=C1C(=C(C)[O])N(CC)C=C(O)N1CC,2020-10-22 11:10:56.052988,101.190636,C,62.76716,0.23153046,2,0.9447753,-0.17432489,76.23993682861328,1.1191002
745732,C=C1C(=C(C)[O])N(C(C)C)C=C(O)N1C,2020-10-22 11:11:07.678803,100.90827,N,63.067604,0.24318658,6,1.072351,-0.034689136,79.12711334228516,1.1070402
745826,C=COC1=C(NC)OCC([O])=C1N(C)C,2020-10-22 11:11:10.176624,101.63444,C,61.851864,0.20434852,11,0.7101487,-0.42015427,63.2827262878418,1.1303029
746769,CCN(C)C(=S)[C](OC)N(C)C(C)(C)C,2020-10-22 11:11:34.273350,105.91252,C,70.92205,0.30019054,6,1.0463166,-0.12880413,76.9214859008789,1.1751207
