,smiles,err_smiles,ionization energy,pred ionization energy,electron affinity,pred electron affinity,stability,pred stability,err ionization energy,err electron affinity,err stability
1035,C=C(CCO)C1=C(C)/C(=C/[O])CCCC1,C=C(CCO)C1=C(C)C(=C[O])CCCC1,0.5008955862720512,1.0550948,-0.1885180568494142,-0.20429158,83.43471489266486,101.36077743768692,-0.5541992518703438,0.01577352525812975,-17.926062545022063
2535,CC1=C(C(=N)O)C(C(C)(C)C)=C([O])CC1,CC1=C(C(=N)O)C(C(C)(C)C)=C([O])CC1,0.6023375684937626,1.1534599,-0.4269665789008394,-0.07954641,98.34032279723387,101.62483817338943,-0.5511223380843013,-0.34742017203571945,-3.284515376155568
1125,C=C(O)/C=C(CCC)/C(=C(\C)[O])C(C)C,C=C(O)C=C(CCC)C(=C(C)[O])C(C)C,0.4560249240706273,0.9914317,-0.2960280546355873,-0.13636573,94.45765160172186,102.71495604515076,-0.5354067890336207,-0.15966232804543073,-8.257304443428893
1597,CC(=N)C1=C(C)CCC([O])=C1C(C)(C)C,CC(=N)C1=C(C)CCC([O])=C1C(C)(C)C,0.5125690332588428,1.0266618,-0.4885446920316814,-0.12894933,100.16607729819536,101.67420262098312,-0.5140927203956371,-0.35959536277466997,-1.5081253227877625
2919,CCC(C)(C)/C(=C(\[O])C1CC1)C(C)(C)C,CCC(C)(C)C(=C([O])C1CC1)C(C)(C)C,0.6038341642608245,1.1051468,-0.8405984382720009,-0.19035397,99.52198048211172,101.41951131820679,-0.5013126014480989,-0.6502444635720268,-1.897530836095072
2393,CC/C([O])=C(\C(C)(C)C)C(C)(CC)CC,CCC([O])=C(C(C)(C)C)C(C)(CC)CC,0.5665281133971103,1.0676458,-0.951482579247494,-0.19803189,98.76394726759564,102.98643839359283,-0.5011176747956387,-0.7534506918354228,-4.222491125997195
2198,CC(C)C1=C(C(C)C)C(N)=C([O])CC1=O,CC(C)C1=C(C(C)C)C(N)=C([O])CC1=O,0.3244333398387375,0.8152764,-0.5014426264679059,-0.2574749,105.37760426825342,103.51388245820999,-0.4908430445149002,-0.24396772717591375,1.8637218100434296
3238,CCC1=C(CC)/C(=C/[O])CCC(C)=C1C,CCC1=C(CC)C(C)=C(C)CCC1=C[O],0.2444334933424654,0.7343737,-0.363891869996749,-0.3094235,92.22213201440468,100.92830783128738,-0.48994019535534955,-0.05446836373683078,-8.706175816882705
417,C/C=C(COC)/C(=C(/[O])O)C(C)(C)C,CC=C(COC)C(=C([O])O)C(C)(C)C,0.7065006339257813,1.1911851,-0.3856333248780745,-0.056296095,88.66443830039293,101.1053015589714,-0.48468448284210197,-0.32933722962603745,-12.440863258578474
2905,CCC(C)(C)/C(=C(\C)[O])C(C)(C)N(C)O,CCC(C)(C)C(=C(C)[O])C(C)(C)N(C)O,0.6991537092477413,1.1826133,-0.7117551480855844,-0.067321226,96.00118713257527,101.26162266731262,-0.4834595443457035,-0.6444339220847985,-5.260435534737354
