smiles,err_smiles,ionization energy,pred ionization energy,electron affinity,pred electron affinity,stability,pred stability,err ionization energy,err electron affinity,err stability,correct_max_spin_prediction,mol
C/C(=C(C(/O)=C/[O])\C(C)(C)C)C(C)C,CC(=C(C(O)=C[O])C(C)(C)C)C(C)C,0.843044589610269,0.5590231,-0.5768710531636847,-0.46375084,85.10248091453536,100.05558258295059,0.2840215073539518,-0.11312021393028626,-14.95310166841523,False,<rdkit.Chem.rdchem.Mol object at 0x7f1b20ceba30>
C/C(=C(O)\C(=C(/C)[O])C(C)(C)C)C(C)C,CC([O])=C(C(O)=C(C)C(C)C)C(C)(C)C,0.6774666760336538,0.77655965,-0.2355111639555582,-0.27063668,91.44696076665349,102.62485611438751,-0.09909297486432589,0.03512551378644618,-11.177895347734022,False,<rdkit.Chem.rdchem.Mol object at 0x7f1b20cebc10>
C/C(C(N)=O)=C(C)\C(=C(\[O])O)C(C)(C)C,CC(C(N)=O)=C(C)C(=C([O])O)C(C)(C)C,,1.1666979,-0.3469123107404224,-0.06262076,88.91117883909489,100.9889252781868,,-0.28429155173010745,-12.07774643909191,True,<rdkit.Chem.rdchem.Mol object at 0x7f1b20cebee0>
C/C(C=O)=C(C)/C(=C(/[O])C1CC1)C(C)C,CC(C=O)=C(C)C(=C([O])C1CC1)C(C)C,1.2228261738001596,1.1860334,-0.0891168870393004,-0.024895057,93.54171437591484,100.27614665031433,0.03679280568950283,-0.0642218299571242,-6.734432274399495,True,<rdkit.Chem.rdchem.Mol object at 0x7f1b20729e90>
C/C(C=O)=C(C)/C(=C(\C)[O])C(C)(C)C,CC([O])=C(C(C)=C(C)C=O)C(C)(C)C,,1.058777,-0.1656881686821094,-0.011062905,93.6631449907675,108.65108752250671,,-0.1546252634897342,-14.987942531739208,False,<rdkit.Chem.rdchem.Mol object at 0x7f1b20729a30>
C/C(CCO)=C(O)\C(=C(/C)[O])C(C)(C)C,CC([O])=C(C(O)=C(C)CCO)C(C)(C)C,,0.7236246,-0.2287356667510343,-0.27944946,90.92249741445417,101.85875797271729,,0.050713796139590706,-10.936260558263115,False,<rdkit.Chem.rdchem.Mol object at 0x7f1b208d8580>
C/C(CCO)=C1/CCC([O])=C1C(C)(C)C,CC(CCO)=C1CCC([O])=C1C(C)(C)C,,0.9041213,-0.5154017833580373,-0.35826504,90.73219198476627,101.26794075965881,,-0.15713674105304465,-10.53574877489254,False,<rdkit.Chem.rdchem.Mol object at 0x7f1b207ce710>
C/C(CN)=C(C)/C(=C(\C)[O])C(C)(C)C,CC([O])=C(C(C)=C(C)CN)C(C)(C)C,0.8445139745452588,0.61812043,-0.469170579549913,-0.38798243,93.57728353504717,101.48384940624237,0.22639354264523437,-0.08118815147602992,-7.906565871195198,False,<rdkit.Chem.rdchem.Mol object at 0x7f1b209c0a80>
C/C(CN)=C1\CCCC([O])=C1C(C)(C)C,CC(CN)=C1CCCC([O])=C1C(C)(C)C,,0.66597253,-0.4699869045151708,-0.47840196,98.85708274562906,104.3917629122734,,0.008415054427242552,-5.53468016664435,True,<rdkit.Chem.rdchem.Mol object at 0x7f1b208fea30>
C/C(CO)=C(C)/C(=C(/[O])C(C)C)C(C)C,CC(CO)=C(C)C(=C([O])C(C)C)C(C)C,0.5922695606023209,0.7271749,-0.4098509654841522,-0.27983898,92.55326785390226,100.03364324569702,-0.13490531751810142,-0.13001198623992,-7.480375391794766,True,<rdkit.Chem.rdchem.Mol object at 0x7f1b20179670>
C/C(CO)=C1\CCCC([O])=C1C(C)(C)C,CC(CO)=C1CCCC([O])=C1C(C)(C)C,1.0659557265082844,0.79631436,-0.401823770001215,-0.36886293,98.68893409508749,103.95807880163193,0.26964136779704173,-0.03296084304122354,-5.269144706544438,True,<rdkit.Chem.rdchem.Mol object at 0x7f1b2072c940>
C/C(O)=C(C(=C/[O])\C(C)(C)C)/C(C)C,CC(O)=C(C(=C[O])C(C)(C)C)C(C)C,,0.61949176,-0.2401914270843415,-0.4083994,93.91441954445118,100.37359976768494,,0.16820797601090387,-6.4591802232337585,True,<rdkit.Chem.rdchem.Mol object at 0x7f1b2072c120>
