num_train,mae_spin_1,mae_bv_1,mae_spin_2,mae_bv_2,mae_spin_3,mae_bv_3,avg_spin,avg_bv,sd_spin,sd_bv,se_spin,se_bv
100,0.04204480347970293,3.189582135946978,0.040723247197448936,2.7303892352152097,0.04020845073436192,2.8989769228954487,0.04099216713717126,2.9396494313525454,0.0009472519737723225,0.23228262898623805,0.0005468961820478547,0.13410843837327852
210,0.03604797085416475,2.5288536833542192,0.033641727699785656,2.2942187406555323,0.034643402103373425,2.558818759208949,0.03477770021910794,2.4606303944062335,0.0012087301259654474,0.14489342745886502,0.0006978606636037614,0.08365425934718324
441,0.02732666473479198,1.9319385673677076,0.023355942464556412,1.85685321033084,0.02550566426628804,1.9150003726660991,0.025396090488545478,1.901264050121549,0.0019876276427975036,0.03938232634221109,0.0011475573546178802,0.022737396714989262
926,0.02210454564108168,1.7868506402805748,0.020686570182252874,1.6446446994445183,0.02197847181064722,1.6648674371228869,0.021589862544660592,1.6987875922826603,0.000784809831531302,0.0769322110485219,0.00045311016749726205,0.04441683275821722
1944,0.019765917574322587,1.6890625827924126,0.018279215743874574,1.4043710955238926,0.019240255953047347,1.465191821646513,0.0190951297570815,1.5195418333209396,0.0007539010496948556,0.14992582685297481,0.00043526497398366633,0.08655971649204224
4084,0.017080373141833742,1.3541084546078166,0.01684902133827117,1.3949844526966613,0.016403484439314043,1.3131835864132069,0.016777626306472986,1.3540921645725614,0.00034404580628718374,0.04090043557475682,0.00019863493887346738,0.023613877489058795
8576,0.015372503051268988,1.1730705223974758,0.015264254948432941,1.1552798230799326,0.015287345137628982,1.2203331437403502,0.015308034379110304,1.1828944964059194,5.7012686980225624e-05,0.03362092326551595,3.2916290175257135e-05,0.019411049097749388
18011,0.014547763922219034,1.0470361322356685,0.013461186048886777,1.0702804772093906,0.013471047116524665,1.0281215989951948,0.013826665695876825,1.048479402813418,0.0006245088463658054,0.021116463376718526,0.0003605603505606004,0.012191595814881316
37824,0.012265855152231372,0.8949680565773163,0.012659028425035985,0.9451095684378108,0.012436384842084735,0.8622107440563156,0.01245375613978403,0.900762789690481,0.0001971614239647064,0.04175210138242267,0.00011383120119983318,0.024105586972374277
79432,0.010681881889351359,0.7689556598768899,0.010465061731905331,0.7386567001944129,0.010711564671356541,0.7785309937957642,0.010619502764204411,0.7620477846223556,0.00013457076662520644,0.020815351977587264,7.769446833611725e-05,0.012017749067536816
