,smiles,time,real_reward,atom_type,buried_vol,max_spin,atom_index,ie,ea,bde
171546,CCC(C)(CC)C1=C([CH]O)CC(=O)C1=O,2021-01-08 19:22:51.097220,206.6419,C,72.5499,0.31815964,6,0.83977777,-0.33914775,72.53882
176025,C=C(C)C([O])=C(C(=C)C)C(C)(C)C,2021-01-08 19:23:21.656546,200.214,C,72.855034,0.45282048,5,1.024527,-0.31246385,74.84241
176057,CC=CC(=C(C)[O])C(C)(C)C(=O)C(C)C,2021-01-08 19:23:21.841516,201.80025,C,69.76086,0.35921213,3,0.95407766,-0.38083646,73.888214
184259,C[CH]C=C(C(=O)C#N)C(C)(C)CCCN,2021-01-08 19:24:30.584994,184.05301,C,68.611565,0.36109737,3,1.1414564,-0.098106615,79.40699
190373,CCC(C)(C)C1=CC(=C[O])CCCC1,2021-01-08 19:25:20.139516,194.86635,C,67.67971,0.33861688,5,0.73306066,-0.43823686,72.25517
196504,CCC(C)(C)c1c(C)coc1C(C)=C[O],2021-01-08 19:26:09.987572,211.10988,C,73.36492,0.24510086,5,0.880136,-0.25673264,72.01841
199630,C=C1C([O])=C(C(C)(C)C)C(C(C)=O)=C1O,2021-01-08 19:26:31.043737,197.4002,C,68.296776,0.29535624,4,1.0999857,-0.22831953,77.82522
203716,C=C1C(=O)C(=S)C(C2CC2)=C([CH]C)C1=O,2021-01-08 19:26:59.539272,188.29457,C,63.16694,0.26149204,6,1.081194,-0.14112067,79.81274
214084,CC(C)(O)C1=C(C2CC2)[CH]CSC1=O,2021-01-08 19:28:12.631595,180.16823,C,72.07524,0.42037725,4,1.1639758,-0.21918382,79.93277
216991,CCC(CC)C(=C([O])NN)C(C)(C)NC,2021-01-08 19:28:35.105254,186.80463,C,77.45356,0.49872142,5,1.0983537,-0.49997297,69.60754
217545,CC(C)(O)C1=C([CH]O)C(C)(C)C(=O)C1=O,2021-01-08 19:28:31.181782,200.05998,C,67.62059,0.35121217,4,0.89396906,-0.28379026,73.35756
219922,CCC(C)(CC)C(=C[O])C(C)(C)N,2021-01-08 19:28:54.182972,196.76411,C,76.80643,0.44096515,6,1.154846,-0.38336617,76.75426
220459,CCC(C)(CC)C(=C([O])CS)C(C)(C)C,2021-01-08 19:28:57.906260,203.90614,C,83.03801,0.37260264,6,1.1748891,-0.38979378,75.764496
220615,CCC(CC)(CN)C(=C[O])C(C)(C)C,2021-01-08 19:28:58.899198,185.847,C,78.90493,0.4016949,7,1.1784201,-0.45378813,73.774445
221256,C=C1CCC([CH]C)=C1C(=S)CCC(=O)O,2021-01-08 19:29:03.780043,190.49692,C,64.343994,0.25673968,7,0.7941823,-0.35301134,79.60269
221268,C=C1CCC([CH]O)=C1C(=S)CCC(=O)O,2021-01-08 19:29:03.882759,186.94926,C,64.219894,0.2728089,7,0.6113925,-0.4570454,71.31641
224543,CCC1(C(=C(N)[O])C(C)(C)CO)CCC1,2021-01-08 19:29:27.723299,199.4897,C,81.1842,0.594291,3,1.0756199,-0.40181282,66.249626
224742,CCC(C)(CC)C(=C[O])C(C)(C)C,2021-01-08 19:29:28.976914,195.8745,C,77.43688,0.46296495,6,1.1571623,-0.38803625,73.84894
225177,CCC(CC)(CC)C(=C[O])C1CC1,2021-01-08 19:29:31.955650,190.20277,C,71.5859,0.418526,7,0.71978503,-0.48093042,73.8961
226765,CC(C)C1=C(N)C(=C2[N]N2)CCC1=O,2021-01-08 19:29:43.268137,197.59314,C,63.733,0.17380685,3,1.0765512,-0.45286217,67.15391
228832,C=C1C[CH]C(CO)=C1C(=S)CCC(=O)O,2021-01-08 19:29:49.928466,204.49118,C,65.92504,0.21784036,7,0.87754154,-0.35892126,76.81116
230069,CC(C)C1=C(N)C(=C([NH])O)CCC1=O,2021-01-08 19:30:12.996438,194.31053,C,63.72642,0.21310213,3,1.1651007,-0.3770232,75.805115
239462,CC(C)(N)C(N)=C([O])C(=O)C(C)(C)CN,2021-01-08 19:31:30.677125,189.62918,C,62.729084,0.22479956,4,0.62264067,-0.45202556,74.71423
241380,CCC=CC(=C([O])C(C)=O)C(C)(C)O,2021-01-08 19:31:45.919333,195.75441,C,65.89083,0.29941583,4,1.0919913,-0.09849986,77.7968
244142,CSCn1ccc([O])c1N1CCOC1=O,2021-01-08 19:32:12.475566,199.92068,C,63.76002,0.24258591,8,0.73270583,-0.36800048,73.19075
246108,CCC=CC(=C([O])C(=O)CC)C(C)(C)O,2021-01-08 19:32:28.097603,199.53119,C,65.90867,0.30540872,4,1.0914876,-0.11176136,76.7289
246492,CCn1cc(O)c([O])c1N1CCOC1=O,2021-01-08 19:32:30.730043,183.18666,C,62.510426,0.22088812,8,0.58969635,-0.45600262,68.48069
247291,NCn1c(O)cc([O])c1N1CCOC1=O,2021-01-08 19:32:36.540348,191.05722,C,61.20046,0.20845899,8,0.64261067,-0.3967326,71.37248
247327,NCn1ccc([O])c1N1CCOC1=O,2021-01-08 19:32:36.718138,191.77396,C,61.84936,0.23692909,7,0.66301715,-0.376846,73.19075
249748,CCn1ccc([O])c1N1CC(=O)OC1=O,2021-01-08 19:32:54.178111,193.5409,C,61.701347,0.22266628,7,0.8057461,-0.24533398,73.19075
250178,NCn1ccc([O])c1N1C(=O)COC1=O,2021-01-08 19:32:57.382991,194.9735,C,62.10305,0.23929137,7,1.0385,-0.029960135,76.43779
250258,COCn1ccc([O])c1N1CCOC1=O,2021-01-08 19:32:57.916891,200.17181,C,62.318417,0.23519827,8,0.7343476,-0.38694242,73.19075
254721,C[CH]C1=C(C(=S)CS)CCCC1=O,2021-01-08 19:33:31.442400,181.09962,C,63.85017,0.26385388,3,0.8737365,-0.4573491,79.76736
258083,CC(C)CC1=C(C(C)C)C(=CO)C(=O)[CH]1,2021-01-08 19:33:51.977318,196.79749,C,67.95601,0.2528459,5,1.0313468,-0.2782919,78.93766
266323,NC(=O)C1(C2=C([CH]O)SCC2=O)CCC1,2021-01-08 19:34:52.869260,188.3325,C,67.95782,0.34744984,4,0.85843074,-0.42240986,78.81761
277270,C=C(S)C(=C)C1=C(C(C)=O)[CH]CCC1=O,2021-01-08 19:36:19.730722,185.40846,C,67.375275,0.3033035,5,1.1260989,-0.15271197,79.92523
289112,CSCC(=S)C1=C([CH]O)C(=O)CCC1=O,2021-01-08 19:38:02.332241,200.83774,C,66.66211,0.30486596,5,1.0887567,-0.08206757,73.0966
290132,[CH2]C(C)=C1C(=S)CC(=O)C(C)=C1C,2021-01-08 19:38:03.491202,188.5086,C,64.20309,0.27453727,3,1.0803393,-0.33563888,79.85803
296230,CC=C(SC)C1=C(C(C)=O)[CH]CCC1=O,2021-01-08 19:38:58.206032,192.30347,C,67.3406,0.26318008,5,0.9546937,-0.27788907,79.83417
296559,CC(C)=C(C)C(=C(C)[O])C(C)(C)N,2021-01-08 19:39:00.699943,195.9386,C,73.77645,0.40686306,5,0.69000244,-0.4472979,76.83769
303946,CC=C(CC(C)=O)C(CCOC)=C([O])S,2021-01-08 19:39:54.235242,199.11621,C,68.3077,0.35676464,7,1.0959637,-0.20284308,72.97711
306575,CCC(=S)C1=C(C)[CH]CCCC1=CC=O,2021-01-08 19:40:15.034468,200.53677,C,67.02294,0.2763741,4,0.9535942,-0.23215665,77.37799
309165,CC1=C2CCCCC(C)=C2C(=S)C(=O)[CH]1,2021-01-08 19:40:32.808540,202.03061,C,60.83807,0.17614914,2,0.9902234,-0.21741618,76.09103
309469,CC=C1C(=O)CC[CH]C=C1C(=S)C(C)=O,2021-01-08 19:40:34.487236,198.98383,C,63.027565,0.20325013,9,1.0765697,-0.27975506,77.70166
310373,C=C1CCC[CH]C(C)=C1C(=S)CC,2021-01-08 19:40:40.386809,192.64342,C,65.888985,0.30726093,8,0.7040491,-0.3783811,77.79049
321653,COC(=S)c1c(C)[nH]c([O])c1C1(O)CC1,2021-01-08 19:42:07.631262,200.07916,C,62.647137,0.25135958,10,1.0040494,-0.18515633,64.33956
326659,COC(=S)c1c(C)[nH]c([O])c1C(C)C,2021-01-08 19:42:52.153370,200.81618,C,62.8066,0.2398085,10,0.93491644,-0.35562462,65.41223
327683,Cc1[nH]c([O])c(C(C)C)c1C(=S)OCO,2021-01-08 19:43:00.953139,200.3363,C,62.770885,0.24869177,5,0.93625295,-0.371752,65.41223
327959,COC(=S)c1c(C)[nH]c([O])c1C(C)(C)O,2021-01-08 19:43:03.268434,205.88309,C,66.74974,0.21733317,10,1.0826449,-0.19020502,68.65025
328285,COC(=S)c1c(C)[nH]c([O])c1C(C)(C)C,2021-01-08 19:43:04.679479,206.51491,C,68.39626,0.23762709,10,0.92963153,-0.37063625,65.93887
328467,CCOC(=S)c1c(C)[nH]c([O])c1C(C)C,2021-01-08 19:43:07.004120,200.2183,C,62.828777,0.25220925,11,0.9314681,-0.3763692,65.41223
331630,C=C(C)C1=C(CC)[CH]CC(=C(C)C)C1=O,2021-01-08 19:43:31.653674,199.01672,C,64.89935,0.29534087,3,0.8713752,-0.38412526,76.94153
342153,CCCC1=C2C(=O)OCC=C2C(=O)C[CH]1,2021-01-08 19:44:51.659854,192.60907,C,64.9079,0.26201162,4,1.160944,-0.24312145,76.902084
343106,CCC1=C2C(=O)OCC(O)=C2C(=O)C[CH]1,2021-01-08 19:44:59.119289,201.05937,C,64.18445,0.25586194,3,1.0035807,-0.37562567,76.755196
344369,CCC1=C2C(=O)OCC=C2C(=O)C[CH]1,2021-01-08 19:45:08.793663,193.4441,C,64.27673,0.26245043,3,1.1445116,-0.20583712,76.97475
345697,CC(C)C1=C([CH]O)C(=O)CCC(=S)C1=O,2021-01-08 19:45:18.513063,201.63034,C,64.74545,0.26230222,3,0.92281854,-0.256592,72.668884
345714,O=C1OCC=C2CC[CH]C(CCCS)=C12,2021-01-08 19:45:18.666423,184.19115,C,66.73494,0.3304595,14,0.8737621,-0.49496198,77.7495
346133,CCC1=C2C(=O)OCC(C)=C2C(=O)C[CH]1,2021-01-08 19:45:22.074845,197.59875,C,64.541,0.26764426,3,1.1134619,-0.31581905,76.755196
346248,CC(C)C1=C2C(=O)O[CH]C=C2C(=O)CC1,2021-01-08 19:45:22.738179,200.4229,C,63.185314,0.2552483,3,0.8683159,-0.35411444,71.15384
347414,C=C(C)C([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 19:45:34.419751,197.97162,C,78.806274,0.3816478,5,1.0811335,-0.32921234,79.800606
351857,CC=C(C)C([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 19:46:06.229884,202.1747,C,79.04362,0.40109533,6,1.0308392,-0.37711516,78.48377
357605,CC(C)C([O])=C(C(C)(C)N)C(C)(C)N,2021-01-08 19:46:47.901730,199.8159,C,77.880936,0.3729812,5,1.0578537,-0.4712158,73.3519
359062,C=C1SC[CH]C(CC)=C1C(=O)CN1CC1,2021-01-08 19:46:58.640964,193.67992,C,66.40716,0.32757562,8,1.0646944,-0.21631034,78.35959
359443,CC(C)C([O])=C(C(C)C)C(C)(C)N,2021-01-08 19:47:01.803704,191.2057,C,73.46928,0.4318324,5,1.0887569,-0.4775146,72.760254
360530,CC(C)C([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 19:47:10.198487,202.87627,C,78.76104,0.35266757,5,1.0675356,-0.4603463,71.95167
366252,C=C1CCC(CC)=C(C(C)C)C1=C(C)[O],2021-01-08 19:47:58.215014,197.21635,C,64.99915,0.29169866,4,0.90375745,-0.41318014,74.328964
366581,CC(C)C([O])=C(C(C)(C)N)C1(C)CC1,2021-01-08 19:48:00.753496,191.35187,C,75.65132,0.47764462,5,0.64880157,-0.48056075,72.74724
366686,C=C1CCC(C(C)C)=C(CC)C1=C(C)[O],2021-01-08 19:48:01.637572,198.13719,C,68.08081,0.324887,4,0.8721062,-0.41785988,74.23131
367824,CCC(C)(C)C(=C([O])C(C)C)C(C)(C)N,2021-01-08 19:48:11.798197,204.1381,C,81.71554,0.3106426,5,1.0529029,-0.49575618,72.48259
369201,CC(C)C([O])=C(C(C)(C)N)C(C)(C)CO,2021-01-08 19:48:23.276581,203.8175,C,80.17225,0.3484414,5,1.1645693,-0.38546905,72.48259
369280,CC(C)C([O])=C(C(C)(C)N)C(C)(C)CN,2021-01-08 19:48:23.844640,193.0481,C,79.42095,0.32528606,5,1.1222942,-0.4965457,72.48259
371047,CC(C)C([O])=C(C(C)(C)CO)C1(N)CC1,2021-01-08 19:48:38.295911,196.72508,C,77.55186,0.5501753,5,0.768479,-0.41430148,72.42386
371339,CC(C)(C)C([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 19:48:40.451001,200.71082,C,81.29984,0.39628518,6,1.0986056,-0.46862552,71.954926
371484,CNC(C)(C)C(=C([O])C(C)C)C(C)(C)C,2021-01-08 19:48:41.870724,195.68788,C,79.6406,0.38817626,5,1.1284841,-0.46438745,71.6509
371645,CC(C)C([O])=C(C(C)(C)C)C(C)(C)NN,2021-01-08 19:48:42.998540,193.04381,C,79.13294,0.43809935,5,1.1588938,-0.43229896,71.650894
381788,CCCC1=C([CH]O)CCC1=C(C#N)C#N,2021-01-08 19:50:20.853676,184.14629,C,60.484848,0.20745325,3,0.6004925,-0.4912003,75.7938
387535,CC1=C(C(C)C)C(=CO)C(=O)[CH]1,2021-01-08 19:51:08.099974,193.38135,C,63.932556,0.2530128,2,0.9969115,-0.2516859,78.77348
389306,CC(C)=C(C)C([O])=C(C(C)C)C(C)(C)N,2021-01-08 19:51:23.136634,189.19836,C,74.08372,0.42149937,7,1.0188075,-0.40810934,79.64155
393254,CCC(=C(C)C)C(=C(C)[O])C(C)(C)O,2021-01-08 19:51:55.280552,202.45862,C,75.05493,0.32094458,6,0.69398135,-0.42659768,77.17696
393747,CC=C(C)C([O])=C(C(C)C)C(C)(C)NC,2021-01-08 19:51:59.458434,183.16888,C,74.07911,0.45090938,6,1.0906835,-0.44095406,79.70763
393997,C=C(CC)C([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 19:52:13.057638,200.55757,C,79.5953,0.40123972,6,1.0694274,-0.3507209,79.060196
395545,CCC(C)(C)C(=C[O])C(C)=C(C)C,2021-01-08 19:52:11.682631,202.43042,C,72.406975,0.39953104,5,0.84343255,-0.37573895,74.09248
396152,CC(C)=C(C)C(=C([O])O)C(C)(C)C,2021-01-08 19:52:18.560005,182.55936,C,73.072556,0.4535213,5,0.8220396,-0.49641618,61.8077
396559,C=C(C)C([O])=C(C(C)(C)C)C(C)(C)NC,2021-01-08 19:52:21.565993,194.75223,C,79.63018,0.44924966,5,1.1171316,-0.35563323,79.011795
402739,CC([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 19:53:16.555236,200.20331,C,76.46093,0.4259674,3,1.0010245,-0.4296197,75.43419
404122,CC(C)(C)C1=C([CH]O)NC(=O)C1=O,2021-01-08 19:53:31.120667,198.60597,C,65.300896,0.29701254,4,1.057988,-0.19319646,77.15848
404898,CC(C)(C)C1=C([CH]O)SC(=O)C1=O,2021-01-08 19:53:37.735706,197.2248,C,67.18562,0.2970624,4,1.0506084,-0.20159595,78.028725
405844,CC1=C2C(=CC(C)=C2C(N)=O)C(=O)C[CH]1,2021-01-08 19:53:45.195949,196.00288,C,61.497295,0.21309692,2,1.0908022,-0.20077902,77.74382
407121,CCC1=C(CC)C2=C(C)[CH]CC(=O)C2=C1,2021-01-08 19:53:56.219840,193.76343,C,61.562096,0.1858281,6,0.9552492,-0.44226196,77.251595
407403,CC(C)(C)C1=C([CH]O)N(N)C(=O)C1=O,2021-01-08 19:53:58.330850,194.07002,C,65.713875,0.30413648,4,1.0721328,-0.28075555,78.38321
407453,CCC(C(=C[O])C(C)C)=C(C)C(C)=O,2021-01-08 19:53:59.382760,190.44185,C,65.94192,0.3113085,3,1.1321129,-0.22780757,77.9222
407574,CCCCC(CCO)=C(CC)C(O)=C[O],2021-01-08 19:54:05.372601,201.68816,C,67.372505,0.3136869,4,0.90606236,-0.33706036,69.21147
409186,CCC(=COC)C(=C([O])COC)C(C)C,2021-01-08 19:54:13.183664,192.70259,C,70.9301,0.36588338,6,0.71961534,-0.47604457,75.80606
409906,CC=C(O)C(=S)C1=C([CH]O)CCCC1=O,2021-01-08 19:54:19.375084,202.31137,C,66.02504,0.2742734,6,0.95577204,-0.1633068,73.68082
410078,CCC1=C(C)C=C2C(=O)C[CH]C(C)=C21,2021-01-08 19:54:20.762646,193.28853,C,61.661346,0.20606239,13,0.9455004,-0.43817797,77.251595
411453,C=C(C(C)=S)c1c(C(=O)OC)c[nH]c1[O],2021-01-08 19:54:31.477270,190.94232,C,61.843433,0.21519616,5,1.1779854,-0.26368228,69.62938
411617,C=C(OC)C(=S)C1=C([CH]O)CCCC1=O,2021-01-08 19:54:32.622303,202.00308,C,64.91678,0.2554537,6,0.9398703,-0.1754802,73.68082
412136,O=C(O)C(=S)C1=C([CH]O)CCCC1=O,2021-01-08 19:54:36.577197,197.48875,C,64.444565,0.24439342,5,1.0716568,-0.0008058492,73.68082
412335,CCC1=C(C)C=C2C(=O)C[CH]C(CO)=C21,2021-01-08 19:54:37.886982,201.37477,C,62.207684,0.21665838,14,1.0528758,-0.32816985,76.63902
412385,CC(=O)C1=C(C)C=C2C(=O)C[CH]C(C)=C21,2021-01-08 19:54:38.288124,197.00357,C,61.581367,0.20292696,14,1.0869932,-0.19291036,77.74382
413635,C=C(C)C(CCCO)=C([CH]C#N)C(N)=O,2021-01-08 19:54:48.108996,180.91223,C,68.496895,0.263911,3,1.1255043,-0.49313936,77.81937
413968,C=C(c1c(C(=O)O)c[nH]c1[O])C(C)(C)C,2021-01-08 19:54:50.635352,201.23042,C,65.12496,0.27789083,2,1.0684822,-0.25731057,66.082634
414304,C=C(C)C(=CC)c1c(C(=O)O)c[nH]c1[O],2021-01-08 19:54:53.228754,202.02635,C,64.13892,0.24225155,6,0.9354535,-0.30394405,72.2941
415096,C=C1CC[CH]C(C)=C1C(=S)C(=O)O,2021-01-08 19:54:59.252775,194.91768,C,66.12036,0.2665587,7,1.0984251,-0.13207301,78.3354
415900,C=C(C)C1=C(C(N)=O)C(CC)=C([O])CC1,2021-01-08 19:55:06.452170,197.18547,C,64.50785,0.27440184,8,1.1169547,-0.2676876,74.74066
416002,CC(=S)C1=C(C(O)=C(C)O)C(=O)CC[CH]1,2021-01-08 19:55:07.474276,183.82822,C,64.86385,0.2956845,4,0.6696589,-0.34399512,78.05716
416214,COC=C(C)C(=C([O])CO)C(C)(C)C,2021-01-08 19:55:09.343528,195.48924,C,71.72996,0.39976493,5,0.7632831,-0.3410575,77.98182
417011,C=C1CCCC([CH]O)=C1C(=S)C(=O)OC,2021-01-08 19:55:16.512908,202.48975,C,66.422035,0.27864563,8,0.8429093,-0.29216084,74.72741
417048,C=C1CC[CH]C(CO)=C1C(=S)C(=O)OC,2021-01-08 19:55:16.845598,185.84448,C,67.33278,0.24488093,8,1.1688105,-0.1330448,79.35626
417362,CC(O)=C1CC[CH]C(C)=C1C(=S)C(=O)O,2021-01-08 19:55:19.702638,189.60107,C,68.82933,0.24902,9,0.7170526,-0.2964451,78.19292
417369,CC(C)=C1CC[CH]C(C)=C1C(=S)C(=O)O,2021-01-08 19:55:19.740451,198.85004,C,69.72626,0.25944605,9,0.8393664,-0.25694916,78.19292
417379,C=C1CC[CH]C(C)=C1C(=S)C(=O)OC,2021-01-08 19:55:19.865495,194.11464,C,66.05623,0.26073566,7,1.1080391,-0.18410923,78.3354
417400,C=C1CC[CH]C(CCC)=C1C(=S)C(=O)O,2021-01-08 19:55:20.117796,197.69403,C,69.049866,0.253668,9,1.1120434,-0.15900712,78.15903
417547,C=C(C)C(CCCO)=C([CH]C=O)C(N)=O,2021-01-08 19:55:21.325522,187.95207,C,68.149216,0.29604965,3,1.1779234,-0.18079977,78.069336
417567,COC(=O)C(=S)C1=C(C)[CH]CCC1=CO,2021-01-08 19:55:21.538019,199.85297,C,66.643616,0.23409651,6,0.80467844,-0.31023818,77.972885
417691,CC=C1CC[CH]C(CC)=C1C(=S)C(=O)O,2021-01-08 19:55:22.425725,203.17119,C,70.08938,0.2328238,9,0.93192756,-0.19390301,78.07387
418505,C=C(O)C(=O)C(=C[CH]C)C(C)(C)C,2021-01-08 19:55:29.293786,189.09026,C,67.74453,0.35059112,5,0.8281472,-0.39148793,79.40027
420487,COC=C1C(=O)[CH]C(CO)=C1C(C)C,2021-01-08 19:55:40.551615,181.59064,C,64.22146,0.26936576,10,1.1552097,-0.16715425,79.72307
421252,C=C(O)C([O])=C(c1ccoc1)C(C)(C)C,2021-01-08 19:55:53.417305,201.45793,C,70.99647,0.38343835,5,1.0867552,-0.15915991,74.45472
421746,CCOC=C(C)C(=C([O])CO)C(C)(C)C,2021-01-08 19:55:57.770917,196.52252,C,71.75114,0.39530158,6,0.7655663,-0.34613767,77.98182
421882,CCC(=COC)C(=C([O])CO)C(C)(C)C,2021-01-08 19:55:58.782592,199.24925,C,75.058815,0.35576552,6,0.71345425,-0.38733646,78.2377
422063,C=C(NC)C1=C(C(O)=CC)C(=O)CC[CH]1,2021-01-08 19:56:00.584189,197.25055,C,64.302444,0.27360356,5,0.870039,-0.38487282,77.521805
422287,COC(C)=C(C)C(=C([O])CO)C(C)(C)C,2021-01-08 19:56:02.621348,190.92838,C,74.14528,0.38532215,6,0.62672746,-0.42608032,77.340996
423225,COC=C(C)C(=C([O])C(=O)O)C(C)(C)C,2021-01-08 19:56:11.737312,200.29568,C,71.99752,0.34776616,5,1.0017576,-0.077285424,76.74198
423573,CC=C1SCC[CH]C(C(=O)O)=C1C(C)=O,2021-01-08 19:56:14.684971,196.71414,C,66.49935,0.31872404,11,0.97773916,-0.16109267,77.69307
424640,[CH2]C1=C(O)C(S)=C(C(C)C)C(=O)C1=O,2021-01-08 19:56:25.497475,190.03346,C,63.907738,0.23701718,6,0.98715,-0.39491066,79.54213
424896,CC(=O)C1=C([CH]O)CCC(S)=C1C(=O)O,2021-01-08 19:56:28.477185,190.18988,C,64.10341,0.27543238,3,0.6386756,-0.451409,74.29399
431227,CC1=C(C#N)C(C(N)=S)=C(C(=O)O)[CH]C1,2021-01-08 19:57:31.742724,202.86296,C,63.911213,0.2209651,5,0.86837256,-0.32981452,75.60145
432325,CC(=O)C(C)(C)C1=C([CH]O)C(=O)N=C1C,2021-01-08 19:57:41.520307,189.32594,C,70.08381,0.3784308,6,0.750832,-0.49380574,73.85698
433471,CC(=O)C1=C(C)[CH]CC(S)=C1C(=O)O,2021-01-08 19:57:51.146457,195.75098,C,64.38133,0.26812106,3,0.80483997,-0.33091784,78.059814
434287,COC(=O)C1=C(S)C[CH]C(C)=C1C(C)=O,2021-01-08 19:57:58.062286,194.7943,C,64.55016,0.26518708,11,0.7214594,-0.39033145,78.059814
437273,O=C(CO)C1=C2C(O)=CC=C2CC[CH]1,2021-01-08 19:58:24.181957,200.24513,C,61.12601,0.19103605,5,0.88579696,-0.34525105,77.02109
437577,CC1=NC(=O)C([CH]O)=C1C(C)(C)C(=O)O,2021-01-08 19:58:26.361768,193.51315,C,69.27442,0.35930926,8,0.7322823,-0.45609424,73.85697
439252,CC(=O)C1=NC(=O)C([CH]O)=C1C(C)(C)C,2021-01-08 19:58:41.028187,202.85672,C,69.05569,0.3239794,10,1.0469432,-0.21538027,72.17818
441289,C=C(C)C([O])=C(C(C)C)C(C)(C)CO,2021-01-08 19:58:59.366257,190.26254,C,75.44427,0.49400035,5,1.0932913,-0.28393844,79.17728
442218,C=C(C)C1=C(C(C)(C)C)C(CC)=C[CH]1,2021-01-08 19:59:07.360242,191.48499,C,63.48605,0.23033862,3,0.9066274,-0.46641302,77.08873
443524,CC=C1CCCC([O])=C1C(C)(C)N,2021-01-08 19:59:18.873225,196.561,C,70.32878,0.38086534,8,0.9456695,-0.4274288,73.903496
443863,CC(C)C1=C(C(O)=C[O])CCCN(C)C1,2021-01-08 19:59:21.658510,196.2716,C,66.8981,0.30379555,3,0.7645265,-0.434076,67.61355
444306,CC1=C(C)C(C(N)=O)=C(C(O)=S)[CH]CC1,2021-01-08 19:59:25.144453,190.63582,C,64.17098,0.26177385,4,0.71966475,-0.3646023,78.52669
445502,CC([O])=C(C(C)(C)C)C(C)(C)C,2021-01-08 19:59:35.227191,196.46275,C,77.29136,0.4853391,3,1.0357089,-0.44457534,73.852615
446572,CC(C)=C(CO)C(=C(C)[O])C(C)C,2021-01-08 19:59:43.533138,198.3376,C,69.97682,0.39739415,6,0.72087604,-0.37927523,75.43918
448645,CC1=C(C)C(C(C)(C)C)=C([O])C1,2021-01-08 20:00:01.200591,188.38622,C,67.502495,0.3338196,4,0.75575215,-0.4889051,76.963745
450238,C=C1C(C(C)C)=C(N)C([O])=C1C(C)(C)C,2021-01-08 20:00:13.520362,192.6804,C,66.75061,0.31733987,10,0.9517695,-0.4545767,76.818665
450986,CC(C)=C1CCC([O])=C1C(C)(C)C,2021-01-08 20:00:19.847078,193.97728,C,70.301834,0.33730265,8,0.88523924,-0.4716213,73.49165
451371,CC(C)=C(C)C(=C([O])S)C(C)(C)C,2021-01-08 20:00:23.052655,204.81055,C,74.75255,0.39884016,5,0.8605703,-0.31195718,66.72168
455936,CC1=C(C(C)(C)C)C(C)(C)CCC1=C[O],2021-01-08 20:00:58.958162,197.50063,C,79.464,0.41459605,2,0.8954573,-0.48817995,73.68114
458233,CCC([O])=C(C(C)(C)C)C(C)(C)N,2021-01-08 20:01:18.325143,199.36057,C,77.636185,0.40674862,4,1.1223125,-0.4184439,74.81712
459846,C=C(C)C(=C([O])OC)C(C)(C)CC,2021-01-08 20:01:32.674094,188.81566,C,72.86121,0.44249982,3,1.0992334,-0.44371966,62.334126
460410,CC(C)C([O])=C(C(C)(C)C)C(C)(C)C,2021-01-08 20:01:37.690423,196.94652,C,79.4236,0.39785546,5,1.1083931,-0.47533372,71.67157
