id,action_node_id,comp_type
icsd_091279,_1_2_2_7|orthorhombic|icsd_091279,_1_2_2_7
icsd_153966,_1_2_2_7|tetragonal|icsd_153966,_1_2_2_7
icsd_081117,_1_2_2_7|tetragonal|icsd_081117,_1_2_2_7
icsd_077132,_1_2_2_7|tetragonal|icsd_077132,_1_2_2_7
icsd_020402,_1_2_2_7|triclinic|icsd_020402,_1_2_2_7
icsd_072741,_1_2_2_7|orthorhombic|icsd_072741,_1_2_2_7
icsd_081473,_1_2_2_7|monoclinic|icsd_081473,_1_2_2_7
icsd_039506,_1_2_2_7|monoclinic|icsd_039506,_1_2_2_7
icsd_409171,_1_2_2_7|trigonal|icsd_409171,_1_2_2_7
icsd_012116,_1_2_2_7|monoclinic|icsd_012116,_1_2_2_7
icsd_202823,_1_2_2_7|tetragonal|icsd_202823,_1_2_2_7
icsd_261227,_1_2_2_7|tetragonal|icsd_261227,_1_2_2_7
icsd_195314,_1_2_2_7|monoclinic|icsd_195314,_1_2_2_7
icsd_086785,_1_2_2_7|trigonal|icsd_086785,_1_2_2_7
icsd_152281,_1_2_2_7|orthorhombic|icsd_152281,_1_2_2_7
icsd_091280,_1_2_2_7|orthorhombic|icsd_091280,_1_2_2_7
icsd_247476,_1_2_2_7|tetragonal|icsd_247476,_1_2_2_7
icsd_246368,_1_2_2_7|monoclinic|icsd_246368,_1_2_2_7
icsd_086843,_1_2_2_7|tetragonal|icsd_086843,_1_2_2_7
icsd_042080,_1_1|orthorhombic|icsd_042080,_1_1
icsd_626593,_1_1|hexagonal|icsd_626593,_1_1
icsd_414242,_1_1|hexagonal|icsd_414242,_1_1
icsd_037017,_1_1|monoclinic|icsd_037017,_1_1
icsd_082236,_1_1|trigonal|icsd_082236,_1_1
icsd_628618,_1_1|monoclinic|icsd_628618,_1_1
icsd_028389,_1_1|cubic|icsd_028389,_1_1
icsd_650297,_1_1|cubic|icsd_650297,_1_1
icsd_056604,_1_1|orthorhombic|icsd_056604,_1_1
icsd_610683,_1_1|cubic|icsd_610683,_1_1
icsd_409953,_1_1|monoclinic|icsd_409953,_1_1
icsd_161755,_1_1|cubic|icsd_161755,_1_1
icsd_026955,_1_1|cubic|icsd_026955,_1_1
icsd_061660,_1_1|cubic|icsd_061660,_1_1
icsd_071083,_1_1|monoclinic|icsd_071083,_1_1
icsd_001168,_1_1|trigonal|icsd_001168,_1_1
icsd_183420,_1_1|cubic|icsd_183420,_1_1
icsd_041617,_1_1|tetragonal|icsd_041617,_1_1
icsd_638161,_1_1|orthorhombic|icsd_638161,_1_1
icsd_051002,_1_1|hexagonal|icsd_051002,_1_1
icsd_044870,_1_1|hexagonal|icsd_044870,_1_1
icsd_616241,_1_1|cubic|icsd_616241,_1_1
icsd_073668,_1_1|monoclinic|icsd_073668,_1_1
icsd_646900,_1_1|hexagonal|icsd_646900,_1_1
icsd_616811,_1_1|hexagonal|icsd_616811,_1_1
icsd_652617,_1_1|orthorhombic|icsd_652617,_1_1
icsd_654407,_1_1|tetragonal|icsd_654407,_1_1
icsd_643594,_1_1|hexagonal|icsd_643594,_1_1
icsd_018017,_1_1|cubic|icsd_018017,_1_1
icsd_183248,_1_1|monoclinic|icsd_183248,_1_1
icsd_076090,_1_1|orthorhombic|icsd_076090,_1_1
icsd_180830,_1_1|cubic|icsd_180830,_1_1
icsd_026472,_1_1|monoclinic|icsd_026472,_1_1
icsd_240999,_1_1|hexagonal|icsd_240999,_1_1
icsd_052303,_1_1|cubic|icsd_052303,_1_1
icsd_067771,_1_1|hexagonal|icsd_067771,_1_1
icsd_653080,_1_1|hexagonal|icsd_653080,_1_1
icsd_060843,_1_1|tetragonal|icsd_060843,_1_1
icsd_042472,_1_1|tetragonal|icsd_042472,_1_1
icsd_642784,_1_1|cubic|icsd_642784,_1_1
icsd_653197,_1_1|cubic|icsd_653197,_1_1
icsd_086228,_1_1|monoclinic|icsd_086228,_1_1
icsd_076730,_1_1|trigonal|icsd_076730,_1_1
icsd_644853,_1_1|cubic|icsd_644853,_1_1
icsd_167877,_1_1|cubic|icsd_167877,_1_1
icsd_182365,_1_1|cubic|icsd_182365,_1_1
icsd_169394,_1_1|cubic|icsd_169394,_1_1
icsd_169406,_1_1|hexagonal|icsd_169406,_1_1
icsd_044781,_1_1|hexagonal|icsd_044781,_1_1
icsd_106926,_1_1|hexagonal|icsd_106926,_1_1
icsd_638005,_1_1|orthorhombic|icsd_638005,_1_1
icsd_067773,_1_1|hexagonal|icsd_067773,_1_1
icsd_162881,_1_1|monoclinic|icsd_162881,_1_1
icsd_280987,_1_1|orthorhombic|icsd_280987,_1_1
icsd_015890,_1_1|orthorhombic|icsd_015890,_1_1
icsd_060168,_1_1|trigonal|icsd_060168,_1_1
icsd_068847,_1_1|hexagonal|icsd_068847,_1_1
icsd_169280,_1_1|orthorhombic|icsd_169280,_1_1
icsd_151773,_1_1|hexagonal|icsd_151773,_1_1
icsd_062789,_1_1|hexagonal|icsd_062789,_1_1
icsd_074988,_1_1|tetragonal|icsd_074988,_1_1
icsd_015327,_1_1|monoclinic|icsd_015327,_1_1
icsd_648512,_1_1|cubic|icsd_648512,_1_1
icsd_020624,_1_1|orthorhombic|icsd_020624,_1_1
icsd_168368,_1_1|hexagonal|icsd_168368,_1_1
icsd_073175,_1_1|orthorhombic|icsd_073175,_1_1
icsd_014010,_1_1|orthorhombic|icsd_014010,_1_1
icsd_000990,_1_1|orthorhombic|icsd_000990,_1_1
icsd_157979,_1_1|tetragonal|icsd_157979,_1_1
icsd_041978,_1_1|hexagonal|icsd_041978,_1_1
icsd_183951,_1_1|cubic|icsd_183951,_1_1
icsd_633046,_1_1|orthorhombic|icsd_633046,_1_1
icsd_162897,_1_1|tetragonal|icsd_162897,_1_1
icsd_102845,_1_1|hexagonal|icsd_102845,_1_1
icsd_604129,_1_1|cubic|icsd_604129,_1_1
icsd_058845,_1_1|hexagonal|icsd_058845,_1_1
icsd_246689,_1_1|orthorhombic|icsd_246689,_1_1
icsd_162798,_1_1|cubic|icsd_162798,_1_1
icsd_076036,_1_1|hexagonal|icsd_076036,_1_1
icsd_652041,_1_1|hexagonal|icsd_652041,_1_1
icsd_153889,_1_1|hexagonal|icsd_153889,_1_1
icsd_056694,_1_1|monoclinic|icsd_056694,_1_1
icsd_053828,_1_1|cubic|icsd_053828,_1_1
icsd_423831,_1_1|orthorhombic|icsd_423831,_1_1
icsd_611583,_1_1|cubic|icsd_611583,_1_1
icsd_183014,_1_1|cubic|icsd_183014,_1_1
icsd_035009,_1_1|orthorhombic|icsd_035009,_1_1
icsd_613898,_1_1|orthorhombic|icsd_613898,_1_1
icsd_044027,_1_1|tetragonal|icsd_044027,_1_1
icsd_052202,_1_1|tetragonal|icsd_052202,_1_1
icsd_167513,_1_1|orthorhombic|icsd_167513,_1_1
icsd_053960,_1_1|hexagonal|icsd_053960,_1_1
icsd_044063,_1_1|cubic|icsd_044063,_1_1
icsd_043275,_1_1|monoclinic|icsd_043275,_1_1
icsd_184514,_1_1|monoclinic|icsd_184514,_1_1
icsd_169396,_1_1|cubic|icsd_169396,_1_1
icsd_280620,_1_1|orthorhombic|icsd_280620,_1_1
icsd_076384,_1_1|hexagonal|icsd_076384,_1_1
icsd_643584,_1_1|cubic|icsd_643584,_1_1
icsd_641467,_1_1|cubic|icsd_641467,_1_1
icsd_610308,_1_1|hexagonal|icsd_610308,_1_1
icsd_409653,_1_1|orthorhombic|icsd_409653,_1_1
icsd_085577,_1_1|orthorhombic|icsd_085577,_1_1
icsd_162903,_1_1|tetragonal|icsd_162903,_1_1
icsd_042806,_1_1|hexagonal|icsd_042806,_1_1
icsd_183249,_1_1|orthorhombic|icsd_183249,_1_1
icsd_165938,_1_1|orthorhombic|icsd_165938,_1_1
icsd_164290,_1_1|tetragonal|icsd_164290,_1_1
icsd_052491,_1_1|cubic|icsd_052491,_1_1
icsd_073176,_1_1|hexagonal|icsd_073176,_1_1
icsd_161756,_1_1|cubic|icsd_161756,_1_1
icsd_611293,_1_1|orthorhombic|icsd_611293,_1_1
icsd_181710,_1_1|cubic|icsd_181710,_1_1
icsd_043179,_1_1|monoclinic|icsd_043179,_1_1
icsd_077861,_1_1|cubic|icsd_077861,_1_1
icsd_184676,_1_1|cubic|icsd_184676,_1_1
icsd_163827,_1_1|cubic|icsd_163827,_1_1
icsd_643791,_1_1|hexagonal|icsd_643791,_1_1
icsd_100672,_1_1|orthorhombic|icsd_100672,_1_1
icsd_077860,_1_1|hexagonal|icsd_077860,_1_1
icsd_156105,_1_1|orthorhombic|icsd_156105,_1_1
icsd_633029,_1_1|cubic|icsd_633029,_1_1
icsd_643200,_1_1|orthorhombic|icsd_643200,_1_1
icsd_635031,_1_1|trigonal|icsd_635031,_1_1
icsd_043407,_1_1|hexagonal|icsd_043407,_1_1
icsd_056038,_1_1|trigonal|icsd_056038,_1_1
icsd_150620,_1_1|hexagonal|icsd_150620,_1_1
icsd_651925,_1_1|orthorhombic|icsd_651925,_1_1
icsd_168348,_1_1|hexagonal|icsd_168348,_1_1
icsd_423421,_1_1|orthorhombic|icsd_423421,_1_1
icsd_181128,_1_1|cubic|icsd_181128,_1_1
icsd_169166,_1_1|hexagonal|icsd_169166,_1_1
icsd_653072,_1_1|hexagonal|icsd_653072,_1_1
icsd_603026,_1_1|hexagonal|icsd_603026,_1_1
icsd_652804,_1_1|tetragonal|icsd_652804,_1_1
icsd_616206,_1_1|cubic|icsd_616206,_1_1
icsd_024754,_1_1|tetragonal|icsd_024754,_1_1
icsd_183198,_1_1|cubic|icsd_183198,_1_1
icsd_056142,_1_1|hexagonal|icsd_056142,_1_1
icsd_183252,_1_1|orthorhombic|icsd_183252,_1_1
icsd_649556,_1_1|hexagonal|icsd_649556,_1_1
icsd_042541,_1_1|hexagonal|icsd_042541,_1_1
icsd_015238,_1_1|monoclinic|icsd_015238,_1_1
icsd_073387,_1_1|hexagonal|icsd_073387,_1_1
icsd_058852,_1_1|hexagonal|icsd_058852,_1_1
icsd_026766,_1_1|tetragonal|icsd_026766,_1_1
icsd_052424,_1_1|cubic|icsd_052424,_1_1
icsd_105352,_1_1|orthorhombic|icsd_105352,_1_1
icsd_043424,_1_1|cubic|icsd_043424,_1_1
icsd_107516,_1_1|tetragonal|icsd_107516,_1_1
icsd_105812,_1_1|hexagonal|icsd_105812,_1_1
icsd_052509,_1_1|hexagonal|icsd_052509,_1_1
icsd_409438,_1_1|tetragonal|icsd_409438,_1_1
icsd_648582,_1_1|orthorhombic|icsd_648582,_1_1
icsd_067779,_1_1|hexagonal|icsd_067779,_1_1
icsd_073171,_1_1|hexagonal|icsd_073171,_1_1
icsd_638131,_1_1|orthorhombic|icsd_638131,_1_1
icsd_056216,_1_1|cubic|icsd_056216,_1_1
icsd_026937,_1_1|orthorhombic|icsd_026937,_1_1
icsd_104777,_1_1|hexagonal|icsd_104777,_1_1
icsd_058734,_1_1|cubic|icsd_058734,_1_1
icsd_060377,_1_1|trigonal|icsd_060377,_1_1
icsd_109098,_1_1|monoclinic|icsd_109098,_1_1
icsd_076025,_1_1|hexagonal|icsd_076025,_1_1
icsd_636772,_1_1|tetragonal|icsd_636772,_1_1
icsd_054976,_1_1|monoclinic|icsd_054976,_1_1
icsd_238500,_1_1|orthorhombic|icsd_238500,_1_1
icsd_032714,_1_1|monoclinic|icsd_032714,_1_1
icsd_052193,_1_1|hexagonal|icsd_052193,_1_1
icsd_061382,_1_1|orthorhombic|icsd_061382,_1_1
icsd_161079,_1_1|triclinic|icsd_161079,_1_1
icsd_042062,_1_1|tetragonal|icsd_042062,_1_1
icsd_646418,_1_1|hexagonal|icsd_646418,_1_1
icsd_099452,_1_1|hexagonal|icsd_099452,_1_1
icsd_240116,_1_1|cubic|icsd_240116,_1_1
icsd_082330,_1_1|orthorhombic|icsd_082330,_1_1
icsd_042598,_1_1|hexagonal|icsd_042598,_1_1
icsd_000431,_1_1|orthorhombic|icsd_000431,_1_1
icsd_643456,_1_1|cubic|icsd_643456,_1_1
icsd_053945,_1_1|cubic|icsd_053945,_1_1
icsd_162879,_1_1|monoclinic|icsd_162879,_1_1
Li1F1_sg187_icsd_030088_1,_1_1|hexagonal|Li1F1_sg187_icsd_030088_1,_1_1
icsd_053968,_1_1|cubic|icsd_053968,_1_1
icsd_184376,_1_1|cubic|icsd_184376,_1_1
icsd_044764,_1_1|cubic|icsd_044764,_1_1
icsd_163444,_1_1|trigonal|icsd_163444,_1_1
icsd_183172,_1_1|cubic|icsd_183172,_1_1
icsd_412154,_1_1|monoclinic|icsd_412154,_1_1
icsd_050551,_1_1|orthorhombic|icsd_050551,_1_1
icsd_000868,_1_1|trigonal|icsd_000868,_1_1
icsd_052111,_1_1|cubic|icsd_052111,_1_1
icsd_616163,_1_1|cubic|icsd_616163,_1_1
icsd_169297,_1_1|orthorhombic|icsd_169297,_1_1
icsd_080255,_1_1|trigonal|icsd_080255,_1_1
icsd_043399,_1_1|orthorhombic|icsd_043399,_1_1
icsd_055065,_1_1|monoclinic|icsd_055065,_1_1
icsd_424850,_1_1|orthorhombic|icsd_424850,_1_1
icsd_169168,_1_1|hexagonal|icsd_169168,_1_1
icsd_648412,_1_1|tetragonal|icsd_648412,_1_1
icsd_106325,_1_1|tetragonal|icsd_106325,_1_1
icsd_649673,_1_1|hexagonal|icsd_649673,_1_1
icsd_076008,_1_1|hexagonal|icsd_076008,_1_1
icsd_620095,_1_1|cubic|icsd_620095,_1_1
icsd_650061,_1_1|tetragonal|icsd_650061,_1_1
icsd_168349,_1_1|hexagonal|icsd_168349,_1_1
icsd_053890,_1_1|cubic|icsd_053890,_1_1
icsd_056545,_1_1|orthorhombic|icsd_056545,_1_1
icsd_184571,_1_1|cubic|icsd_184571,_1_1
icsd_000432,_1_1|orthorhombic|icsd_000432,_1_1
icsd_076624,_1_1|orthorhombic|icsd_076624,_1_1
icsd_023910,_1_1|hexagonal|icsd_023910,_1_1
icsd_183164,_1_1|cubic|icsd_183164,_1_1
icsd_614742,_1_1|orthorhombic|icsd_614742,_1_1
icsd_051532,_1_1|orthorhombic|icsd_051532,_1_1
icsd_069042,_1_1|orthorhombic|icsd_069042,_1_1
icsd_106073,_1_1|orthorhombic|icsd_106073,_1_1
icsd_611033,_1_1|hexagonal|icsd_611033,_1_1
icsd_052069,_1_1|hexagonal|icsd_052069,_1_1
icsd_017032,_1_1|tetragonal|icsd_017032,_1_1
icsd_626886,_1_1|hexagonal|icsd_626886,_1_1
icsd_654379,_1_1|tetragonal|icsd_654379,_1_1
icsd_627071,_1_1|tetragonal|icsd_627071,_1_1
icsd_637853,_1_1|orthorhombic|icsd_637853,_1_1
icsd_183243,_1_1|trigonal|icsd_183243,_1_1
icsd_041542,_1_1|hexagonal|icsd_041542,_1_1
icsd_644850,_1_1|cubic|icsd_644850,_1_1
icsd_010022,_1_1|orthorhombic|icsd_010022,_1_1
icsd_640432,_1_1|hexagonal|icsd_640432,_1_1
icsd_078277,_1_1|tetragonal|icsd_078277,_1_1
icsd_074985,_1_1|tetragonal|icsd_074985,_1_1
icsd_167866,_1_1|cubic|icsd_167866,_1_1
icsd_650252,_1_1|orthorhombic|icsd_650252,_1_1
icsd_650058,_1_1|tetragonal|icsd_650058,_1_1
icsd_162882,_1_1|monoclinic|icsd_162882,_1_1
icsd_238502,_1_1|cubic|icsd_238502,_1_1
icsd_159398,_1_1|cubic|icsd_159398,_1_1
icsd_182160,_1_1|tetragonal|icsd_182160,_1_1
icsd_162877,_1_1|monoclinic|icsd_162877,_1_1
icsd_016723,_1_1|monoclinic|icsd_016723,_1_1
icsd_089528,_1_1|tetragonal|icsd_089528,_1_1
icsd_076028,_1_1|orthorhombic|icsd_076028,_1_1
icsd_053971,_1_1|hexagonal|icsd_053971,_1_1
icsd_041593,_1_1|trigonal|icsd_041593,_1_1
icsd_647683,_1_1|cubic|icsd_647683,_1_1
icsd_043391,_1_1|tetragonal|icsd_043391,_1_1
icsd_042953,_1_1|orthorhombic|icsd_042953,_1_1
icsd_617242,_1_1|cubic|icsd_617242,_1_1
icsd_643799,_1_1|orthorhombic|icsd_643799,_1_1
icsd_076950,_1_1|cubic|icsd_076950,_1_1
icsd_188829,_1_1|monoclinic|icsd_188829,_1_1
icsd_648609,_1_1|orthorhombic|icsd_648609,_1_1
icsd_619615,_1_1|cubic|icsd_619615,_1_1
icsd_162900,_1_1|tetragonal|icsd_162900,_1_1
icsd_044481,_1_1|hexagonal|icsd_044481,_1_1
icsd_643796,_1_1|cubic|icsd_643796,_1_1
icsd_160108,_1_1|tetragonal|icsd_160108,_1_1
icsd_055564,_1_1|hexagonal|icsd_055564,_1_1
icsd_024772,_1_1|hexagonal|icsd_024772,_1_1
icsd_183156,_1_1|cubic|icsd_183156,_1_1
icsd_029082,_1_1|cubic|icsd_029082,_1_1
icsd_037353,_1_1|monoclinic|icsd_037353,_1_1
icsd_638014,_1_1|trigonal|icsd_638014,_1_1
icsd_162195,_1_1|hexagonal|icsd_162195,_1_1
icsd_105156,_1_1|tetragonal|icsd_105156,_1_1
icsd_104971,_1_1|cubic|icsd_104971,_1_1
icsd_157508,_1_1|cubic|icsd_157508,_1_1
icsd_616808,_1_1|hexagonal|icsd_616808,_1_1
icsd_159380,_1_1|trigonal|icsd_159380,_1_1
icsd_412428,_1_1|orthorhombic|icsd_412428,_1_1
icsd_616577,_1_1|hexagonal|icsd_616577,_1_1
icsd_651815,_1_1|orthorhombic|icsd_651815,_1_1
icsd_185978,_1_1|cubic|icsd_185978,_1_1
icsd_053587,_1_1|hexagonal|icsd_053587,_1_1
icsd_042493,_1_1|hexagonal|icsd_042493,_1_1
icsd_055203,_1_1|orthorhombic|icsd_055203,_1_1
icsd_076218,_1_1|hexagonal|icsd_076218,_1_1
icsd_601338,_1_1|hexagonal|icsd_601338,_1_1
icsd_200286,_1_1|tetragonal|icsd_200286,_1_1
icsd_052127,_1_1|orthorhombic|icsd_052127,_1_1
icsd_106265,_1_1|cubic|icsd_106265,_1_1
icsd_613476,_1_1|tetragonal|icsd_613476,_1_1
icsd_633050,_1_1|orthorhombic|icsd_633050,_1_1
icsd_626498,_1_1|orthorhombic|icsd_626498,_1_1
icsd_406442,_1_1|monoclinic|icsd_406442,_1_1
icsd_002308,_1_1|trigonal|icsd_002308,_1_1
icsd_094259,_1_1|orthorhombic|icsd_094259,_1_1
icsd_028900,_1_1|cubic|icsd_028900,_1_1
icsd_042783,_1_1|trigonal|icsd_042783,_1_1
icsd_164963,_1_1|cubic|icsd_164963,_1_1
icsd_650244,_1_1|orthorhombic|icsd_650244,_1_1
icsd_610598,_1_1|monoclinic|icsd_610598,_1_1
icsd_052106,_1_1|orthorhombic|icsd_052106,_1_1
icsd_043972,_1_1|cubic|icsd_043972,_1_1
icsd_153291,_1_1|orthorhombic|icsd_153291,_1_1
icsd_078278,_1_1|cubic|icsd_078278,_1_1
icsd_058396,_1_1|cubic|icsd_058396,_1_1
icsd_078280,_1_1|cubic|icsd_078280,_1_1
icsd_602877,_1_1|trigonal|icsd_602877,_1_1
icsd_183244,_1_1|hexagonal|icsd_183244,_1_1
icsd_183019,_1_1|cubic|icsd_183019,_1_1
icsd_167857,_1_1|cubic|icsd_167857,_1_1
icsd_638877,_1_1|cubic|icsd_638877,_1_1
icsd_163950,_1_1|hexagonal|icsd_163950,_1_1
icsd_014009,_1_1|orthorhombic|icsd_014009,_1_1
icsd_602567,_1_1|orthorhombic|icsd_602567,_1_1
icsd_001331,_1_1|cubic|icsd_001331,_1_1
icsd_163952,_1_1|cubic|icsd_163952,_1_1
icsd_614812,_1_1|orthorhombic|icsd_614812,_1_1
icsd_167896,_1_1|cubic|icsd_167896,_1_1
icsd_246693,_1_1|orthorhombic|icsd_246693,_1_1
icsd_646415,_1_1|hexagonal|icsd_646415,_1_1
icsd_106090,_1_1|tetragonal|icsd_106090,_1_1
icsd_659524,_1_1|orthorhombic|icsd_659524,_1_1
icsd_150732,_1_1|orthorhombic|icsd_150732,_1_1
icsd_641367,_1_1|tetragonal|icsd_641367,_1_1
icsd_040318,_1_1|cubic|icsd_040318,_1_1
icsd_041370,_1_1|trigonal|icsd_041370,_1_1
icsd_022120,_1_1|orthorhombic|icsd_022120,_1_1
icsd_154188,_1_1|hexagonal|icsd_154188,_1_1
icsd_060880,_1_1|orthorhombic|icsd_060880,_1_1
icsd_048030,_1_1|orthorhombic|icsd_048030,_1_1
icsd_042914,_1_1|hexagonal|icsd_042914,_1_1
icsd_644086,_1_1|hexagonal|icsd_644086,_1_1
icsd_151774,_1_1|hexagonal|icsd_151774,_1_1
icsd_610048,_1_1|orthorhombic|icsd_610048,_1_1
icsd_163557,_1_1|tetragonal|icsd_163557,_1_1
icsd_168347,_1_1|cubic|icsd_168347,_1_1
icsd_164961,_1_1|cubic|icsd_164961,_1_1
icsd_020375,_1_1|orthorhombic|icsd_020375,_1_1
icsd_162871,_1_1|trigonal|icsd_162871,_1_1
icsd_024252,_1_1|cubic|icsd_024252,_1_1
icsd_077870,_1_1|cubic|icsd_077870,_1_1
icsd_042572,_1_1|orthorhombic|icsd_042572,_1_1
icsd_074838,_1_1|monoclinic|icsd_074838,_1_1
icsd_184569,_1_1|cubic|icsd_184569,_1_1
icsd_076204,_1_1|cubic|icsd_076204,_1_1
icsd_043249,_1_1|orthorhombic|icsd_043249,_1_1
icsd_246688,_1_1|tetragonal|icsd_246688,_1_1
icsd_655497,_1_1|trigonal|icsd_655497,_1_1
icsd_023589,_1_1|orthorhombic|icsd_023589,_1_1
icsd_024792,_1_1|hexagonal|icsd_024792,_1_1
icsd_074334,_1_1|orthorhombic|icsd_074334,_1_1
icsd_185032,_1_1|monoclinic|icsd_185032,_1_1
icsd_077786,_1_1|cubic|icsd_077786,_1_1
icsd_652879,_1_1|cubic|icsd_652879,_1_1
icsd_181460,_1_1|orthorhombic|icsd_181460,_1_1
icsd_095834,_1_1|tetragonal|icsd_095834,_1_1
icsd_083350,_1_1|orthorhombic|icsd_083350,_1_1
icsd_041545,_1_1|cubic|icsd_041545,_1_1
icsd_650618,_1_1|cubic|icsd_650618,_1_1
icsd_164630,_1_1|cubic|icsd_164630,_1_1
icsd_076564,_1_1|hexagonal|icsd_076564,_1_1
icsd_181709,_1_1|hexagonal|icsd_181709,_1_1
icsd_053874,_1_1|cubic|icsd_053874,_1_1
icsd_051516,_1_1|orthorhombic|icsd_051516,_1_1
icsd_169621,_1_1|cubic|icsd_169621,_1_1
icsd_644958,_1_1|hexagonal|icsd_644958,_1_1
icsd_652036,_1_1|orthorhombic|icsd_652036,_1_1
icsd_183175,_1_1|cubic|icsd_183175,_1_1
icsd_109109,_1_1|hexagonal|icsd_109109,_1_1
icsd_016077,_1_1|tetragonal|icsd_016077,_1_1
icsd_076729,_1_1|hexagonal|icsd_076729,_1_1
icsd_027667,_1_1|monoclinic|icsd_027667,_1_1
icsd_169766,_1_1|cubic|icsd_169766,_1_1
icsd_169397,_1_1|hexagonal|icsd_169397,_1_1
icsd_650837,_1_1|cubic|icsd_650837,_1_1
icsd_033613,_1_1|hexagonal|icsd_033613,_1_1
icsd_055237,_1_1|orthorhombic|icsd_055237,_1_1
icsd_649552,_1_1|hexagonal|icsd_649552,_1_1
icsd_246692,_1_1|orthorhombic|icsd_246692,_1_1
icsd_616837,_1_1|tetragonal|icsd_616837,_1_1
icsd_109415,_1_1|orthorhombic|icsd_109415,_1_1
icsd_651670,_1_1|hexagonal|icsd_651670,_1_1
icsd_061504,_1_1|cubic|icsd_061504,_1_1
icsd_018013,_1_1|cubic|icsd_018013,_1_1
icsd_162905,_1_1|tetragonal|icsd_162905,_1_1
icsd_026261,_1_1|hexagonal|icsd_026261,_1_1
icsd_020291,_1_1|hexagonal|icsd_020291,_1_1
icsd_078271,_1_1|cubic|icsd_078271,_1_1
icsd_056542,_1_1|monoclinic|icsd_056542,_1_1
icsd_056181,_1_1|tetragonal|icsd_056181,_1_1
icsd_009204,_1_1|tetragonal|icsd_009204,_1_1
icsd_157504,_1_1|cubic|icsd_157504,_1_1
icsd_076526,_1_1|cubic|icsd_076526,_1_1
icsd_040937,_1_1|trigonal|icsd_040937,_1_1
icsd_648448,_1_1|orthorhombic|icsd_648448,_1_1
icsd_108656,_1_1|tetragonal|icsd_108656,_1_1
icsd_061661,_1_1|cubic|icsd_061661,_1_1
icsd_638911,_1_1|orthorhombic|icsd_638911,_1_1
icsd_652848,_1_1|tetragonal|icsd_652848,_1_1
icsd_180457,_1_1|cubic|icsd_180457,_1_1
icsd_183177,_1_1|cubic|icsd_183177,_1_1
icsd_108722,_1_1|orthorhombic|icsd_108722,_1_1
icsd_063655,_1_1|hexagonal|icsd_063655,_1_1
icsd_108238,_1_1|cubic|icsd_108238,_1_1
icsd_616981,_1_1|hexagonal|icsd_616981,_1_1
icsd_637841,_1_1|orthorhombic|icsd_637841,_1_1
icsd_032107,_1_1|hexagonal|icsd_032107,_1_1
icsd_184577,_1_1|cubic|icsd_184577,_1_1
icsd_184572,_1_1|cubic|icsd_184572,_1_1
icsd_183953,_1_1|cubic|icsd_183953,_1_1
icsd_044605,_1_1|cubic|icsd_044605,_1_1
icsd_160382,_1_1|orthorhombic|icsd_160382,_1_1
icsd_100465,_1_1|monoclinic|icsd_100465,_1_1
icsd_658986,_1_1|hexagonal|icsd_658986,_1_1
icsd_056279,_1_1|orthorhombic|icsd_056279,_1_1
icsd_053944,_1_1|cubic|icsd_053944,_1_1
icsd_085824,_1_1|hexagonal|icsd_085824,_1_1
icsd_648514,_1_1|orthorhombic|icsd_648514,_1_1
icsd_183157,_1_1|hexagonal|icsd_183157,_1_1
icsd_083353,_1_1|hexagonal|icsd_083353,_1_1
icsd_409645,_1_1|monoclinic|icsd_409645,_1_1
icsd_167856,_1_1|cubic|icsd_167856,_1_1
icsd_167800,_1_1|cubic|icsd_167800,_1_1
icsd_022157,_1_1|cubic|icsd_022157,_1_1
icsd_169428,_1_1|cubic|icsd_169428,_1_1
icsd_409435,_1_1|tetragonal|icsd_409435,_1_1
icsd_637492,_1_1|monoclinic|icsd_637492,_1_1
icsd_061107,_1_1|trigonal|icsd_061107,_1_1
icsd_169820,_1_1|hexagonal|icsd_169820,_1_1
icsd_089535,_1_1|orthorhombic|icsd_089535,_1_1
icsd_025705,_1_1|orthorhombic|icsd_025705,_1_1
icsd_076622,_1_1|orthorhombic|icsd_076622,_1_1
icsd_262042,_1_1|hexagonal|icsd_262042,_1_1
icsd_053058,_1_1|cubic|icsd_053058,_1_1
icsd_030381,_1_1|cubic|icsd_030381,_1_1
icsd_055183,_1_1|orthorhombic|icsd_055183,_1_1
icsd_061554,_1_1|cubic|icsd_061554,_1_1
icsd_626339,_1_1|cubic|icsd_626339,_1_1
icsd_058806,_1_1|orthorhombic|icsd_058806,_1_1
icsd_030088,_1_1|hexagonal|icsd_030088,_1_1
icsd_615510,_1_1|orthorhombic|icsd_615510,_1_1
icsd_161581,_1_1|cubic|icsd_161581,_1_1
icsd_642255,_1_1|cubic|icsd_642255,_1_1
icsd_643804,_1_1|hexagonal|icsd_643804,_1_1
icsd_083678,_1_1|hexagonal|icsd_083678,_1_1
icsd_031840,_1_1|cubic|icsd_031840,_1_1
icsd_053146,_1_1|orthorhombic|icsd_053146,_1_1
icsd_053456,_1_1|monoclinic|icsd_053456,_1_1
icsd_620322,_1_1|cubic|icsd_620322,_1_1
icsd_616019,_1_1|orthorhombic|icsd_616019,_1_1
icsd_027159,_1_1|orthorhombic|icsd_027159,_1_1
icsd_162899,_1_1|tetragonal|icsd_162899,_1_1
icsd_183176,_1_1|cubic|icsd_183176,_1_1
icsd_079515,_1_1|orthorhombic|icsd_079515,_1_1
icsd_041478,_1_1|trigonal|icsd_041478,_1_1
