id,action_node_id,comp_type
icsd_201663,_1_1_3|monoclinic|icsd_201663,_1_1_3
icsd_056890,_1_1_3|trigonal|icsd_056890,_1_1_3
icsd_606269,_1_1_3|cubic|icsd_606269,_1_1_3
icsd_099473,_1_1_3|orthorhombic|icsd_099473,_1_1_3
icsd_202862,_1_1_3|trigonal|icsd_202862,_1_1_3
icsd_033277,_1_1_3|orthorhombic|icsd_033277,_1_1_3
icsd_161481,_1_1_3|cubic|icsd_161481,_1_1_3
icsd_078011,_1_1_3|trigonal|icsd_078011,_1_1_3
icsd_071964,_1_1_3|orthorhombic|icsd_071964,_1_1_3
icsd_412547,_1_1_3|monoclinic|icsd_412547,_1_1_3
icsd_030661,_1_1_3|hexagonal|icsd_030661,_1_1_3
icsd_165169,_1_1_3|cubic|icsd_165169,_1_1_3
Mg1Si1O3_sg14_icsd_092047_1,_1_1_3|orthorhombic|Mg1Si1O3_sg14_icsd_092047_1,_1_1_3
icsd_160736,_1_1_3|orthorhombic|icsd_160736,_1_1_3
icsd_078628,_1_1_3|orthorhombic|icsd_078628,_1_1_3
icsd_072942,_1_1_3|cubic|icsd_072942,_1_1_3
icsd_061338,_1_1_3|monoclinic|icsd_061338,_1_1_3
icsd_078168,_1_1_3|trigonal|icsd_078168,_1_1_3
icsd_044421,_1_1_3|cubic|icsd_044421,_1_1_3
icsd_240406,_1_1_3|cubic|icsd_240406,_1_1_3
icsd_050335,_1_1_3|orthorhombic|icsd_050335,_1_1_3
icsd_002090,_1_1_3|monoclinic|icsd_002090,_1_1_3
icsd_027690,_1_1_3|tetragonal|icsd_027690,_1_1_3
icsd_089669,_1_1_3|orthorhombic|icsd_089669,_1_1_3
icsd_647926,_1_1_3|monoclinic|icsd_647926,_1_1_3
icsd_066356,_1_1_3|trigonal|icsd_066356,_1_1_3
icsd_073873,_1_1_3|orthorhombic|icsd_073873,_1_1_3
icsd_010134,_1_1_3|orthorhombic|icsd_010134,_1_1_3
icsd_044561,_1_1_3|cubic|icsd_044561,_1_1_3
icsd_424575,_1_1_3|monoclinic|icsd_424575,_1_1_3
icsd_033722,_1_1_3|trigonal|icsd_033722,_1_1_3
icsd_020181,_1_1_3|trigonal|icsd_020181,_1_1_3
icsd_181117,_1_1_3|cubic|icsd_181117,_1_1_3
icsd_094313,_1_1_3|monoclinic|icsd_094313,_1_1_3
icsd_260029,_1_1_3|trigonal|icsd_260029,_1_1_3
icsd_106306,_1_1_3|cubic|icsd_106306,_1_1_3
icsd_023294,_1_1_3|orthorhombic|icsd_023294,_1_1_3
icsd_065955,_1_1_3|trigonal|icsd_065955,_1_1_3
icsd_015383,_1_1_3|monoclinic|icsd_015383,_1_1_3
icsd_054136,_1_1_3|monoclinic|icsd_054136,_1_1_3
icsd_405191,_1_1_3|monoclinic|icsd_405191,_1_1_3
icsd_054156,_1_1_3|monoclinic|icsd_054156,_1_1_3
icsd_405192,_1_1_3|monoclinic|icsd_405192,_1_1_3
icsd_028343,_1_1_3|cubic|icsd_028343,_1_1_3
icsd_052642,_1_1_3|cubic|icsd_052642,_1_1_3
icsd_051656,_1_1_3|monoclinic|icsd_051656,_1_1_3
icsd_081056,_1_1_3|orthorhombic|icsd_081056,_1_1_3
icsd_010106,_1_1_3|monoclinic|icsd_010106,_1_1_3
icsd_183371,_1_1_3|cubic|icsd_183371,_1_1_3
icsd_166088,_1_1_3|orthorhombic|icsd_166088,_1_1_3
icsd_168904,_1_1_3|tetragonal|icsd_168904,_1_1_3
icsd_165977,_1_1_3|orthorhombic|icsd_165977,_1_1_3
icsd_080875,_1_1_3|trigonal|icsd_080875,_1_1_3
icsd_099370,_1_1_3|monoclinic|icsd_099370,_1_1_3
icsd_067265,_1_1_3|cubic|icsd_067265,_1_1_3
icsd_618284,_1_1_3|cubic|icsd_618284,_1_1_3
Mg1Ti1O3_sg14_icsd_092047_1,_1_1_3|orthorhombic|Mg1Ti1O3_sg14_icsd_092047_1,_1_1_3
icsd_074736,_1_1_3|monoclinic|icsd_074736,_1_1_3
icsd_043138,_1_1_3|cubic|icsd_043138,_1_1_3
icsd_076432,_1_1_3|orthorhombic|icsd_076432,_1_1_3
icsd_419666,_1_1_3|orthorhombic|icsd_419666,_1_1_3
icsd_053143,_1_1_3|cubic|icsd_053143,_1_1_3
icsd_015308,_1_1_3|cubic|icsd_015308,_1_1_3
icsd_055967,_1_1_3|trigonal|icsd_055967,_1_1_3
icsd_036260,_1_1_3|trigonal|icsd_036260,_1_1_3
icsd_246664,_1_1_3|orthorhombic|icsd_246664,_1_1_3
icsd_171709,_1_1_3|orthorhombic|icsd_171709,_1_1_3
icsd_641038,_1_1_3|tetragonal|icsd_641038,_1_1_3
icsd_109295,_1_1_3|tetragonal|icsd_109295,_1_1_3
icsd_030971,_1_1_3|trigonal|icsd_030971,_1_1_3
icsd_071020,_1_1_3|trigonal|icsd_071020,_1_1_3
icsd_065667,_1_1_3|orthorhombic|icsd_065667,_1_1_3
icsd_412765,_1_1_3|monoclinic|icsd_412765,_1_1_3
icsd_029149,_1_1_3|cubic|icsd_029149,_1_1_3
icsd_160287,_1_1_3|hexagonal|icsd_160287,_1_1_3
icsd_167186,_1_1_3|trigonal|icsd_167186,_1_1_3
icsd_035079,_1_1_3|orthorhombic|icsd_035079,_1_1_3
icsd_053145,_1_1_3|cubic|icsd_053145,_1_1_3
icsd_004121,_1_1_3|orthorhombic|icsd_004121,_1_1_3
icsd_180176,_1_1_3|trigonal|icsd_180176,_1_1_3
icsd_158497,_1_1_3|orthorhombic|icsd_158497,_1_1_3
icsd_088982,_1_1_3|cubic|icsd_088982,_1_1_3
icsd_164622,_1_1_3|orthorhombic|icsd_164622,_1_1_3
icsd_412963,_1_1_3|monoclinic|icsd_412963,_1_1_3
icsd_085041,_1_1_3|orthorhombic|icsd_085041,_1_1_3
icsd_160328,_1_1_3|orthorhombic|icsd_160328,_1_1_3
icsd_033194,_1_1_3|orthorhombic|icsd_033194,_1_1_3
icsd_260303,_1_1_3|monoclinic|icsd_260303,_1_1_3
icsd_010505,_1_1_3|orthorhombic|icsd_010505,_1_1_3
icsd_009704,_1_1_3|hexagonal|icsd_009704,_1_1_3
icsd_068092,_1_1_3|hexagonal|icsd_068092,_1_1_3
icsd_076070,_1_1_3|cubic|icsd_076070,_1_1_3
icsd_027976,_1_1_3|cubic|icsd_027976,_1_1_3
icsd_075929,_1_1_3|monoclinic|icsd_075929,_1_1_3
icsd_069720,_1_1_3|monoclinic|icsd_069720,_1_1_3
icsd_203203,_1_1_3|orthorhombic|icsd_203203,_1_1_3
icsd_082983,_1_1_3|cubic|icsd_082983,_1_1_3
icsd_058673,_1_1_3|tetragonal|icsd_058673,_1_1_3
icsd_016252,_1_1_3|monoclinic|icsd_016252,_1_1_3
icsd_056396,_1_1_3|cubic|icsd_056396,_1_1_3
icsd_041618,_1_1_3|hexagonal|icsd_041618,_1_1_3
icsd_097851,_1_1_3|orthorhombic|icsd_097851,_1_1_3
icsd_042441,_1_1_3|orthorhombic|icsd_042441,_1_1_3
icsd_029450,_1_1_3|orthorhombic|icsd_029450,_1_1_3
icsd_190795,_1_1_3|cubic|icsd_190795,_1_1_3
icsd_031854,_1_1_3|trigonal|icsd_031854,_1_1_3
icsd_088387,_1_1_3|orthorhombic|icsd_088387,_1_1_3
icsd_163866,_1_1_3|trigonal|icsd_163866,_1_1_3
icsd_402087,_1_1_3|cubic|icsd_402087,_1_1_3
icsd_247066,_1_1_3|cubic|icsd_247066,_1_1_3
icsd_647906,_1_1_3|monoclinic|icsd_647906,_1_1_3
icsd_014363,_1_1_3|orthorhombic|icsd_014363,_1_1_3
icsd_077389,_1_1_3|cubic|icsd_077389,_1_1_3
icsd_084993,_1_1_3|monoclinic|icsd_084993,_1_1_3
icsd_090554,_1_1_3|cubic|icsd_090554,_1_1_3
icsd_016937,_1_1_3|orthorhombic|icsd_016937,_1_1_3
icsd_089358,_1_1_3|tetragonal|icsd_089358,_1_1_3
icsd_183370,_1_1_3|cubic|icsd_183370,_1_1_3
icsd_411019,_1_1_3|orthorhombic|icsd_411019,_1_1_3
icsd_162930,_1_1_3|orthorhombic|icsd_162930,_1_1_3
icsd_001860,_1_1_3|monoclinic|icsd_001860,_1_1_3
icsd_162777,_1_1_3|cubic|icsd_162777,_1_1_3
Na1Sb1O3_sg123_icsd_168904_1,_1_1_3|tetragonal|Na1Sb1O3_sg123_icsd_168904_1,_1_1_3
icsd_039607,_1_1_3|orthorhombic|icsd_039607,_1_1_3
icsd_079269,_1_1_3|trigonal|icsd_079269,_1_1_3
icsd_281552,_1_1_3|orthorhombic|icsd_281552,_1_1_3
icsd_044188,_1_1_3|orthorhombic|icsd_044188,_1_1_3
icsd_015011,_1_1_3|hexagonal|icsd_015011,_1_1_3
icsd_200088,_1_1_3|hexagonal|icsd_200088,_1_1_3
icsd_028603,_1_1_3|hexagonal|icsd_028603,_1_1_3
icsd_016339,_1_1_3|orthorhombic|icsd_016339,_1_1_3
icsd_050294,_1_1_3|trigonal|icsd_050294,_1_1_3
icsd_093439,_1_1_3|cubic|icsd_093439,_1_1_3
icsd_022064,_1_1_3|orthorhombic|icsd_022064,_1_1_3
icsd_063230,_1_1_3|orthorhombic|icsd_063230,_1_1_3
icsd_247489,_1_1_3|monoclinic|icsd_247489,_1_1_3
icsd_158758,_1_1_3|cubic|icsd_158758,_1_1_3
icsd_618272,_1_1_3|cubic|icsd_618272,_1_1_3
icsd_053141,_1_1_3|cubic|icsd_053141,_1_1_3
icsd_106352,_1_1_3|cubic|icsd_106352,_1_1_3
icsd_412766,_1_1_3|monoclinic|icsd_412766,_1_1_3
icsd_030339,_1_1_3|hexagonal|icsd_030339,_1_1_3
icsd_029141,_1_1_3|cubic|icsd_029141,_1_1_3
icsd_061343,_1_1_3|tetragonal|icsd_061343,_1_1_3
icsd_157550,_1_1_3|cubic|icsd_157550,_1_1_3
icsd_246514,_1_1_3|orthorhombic|icsd_246514,_1_1_3
icsd_041802,_1_1_3|monoclinic|icsd_041802,_1_1_3
icsd_100791,_1_1_3|cubic|icsd_100791,_1_1_3
icsd_159517,_1_1_3|monoclinic|icsd_159517,_1_1_3
icsd_049591,_1_1_3|cubic|icsd_049591,_1_1_3
icsd_023286,_1_1_3|orthorhombic|icsd_023286,_1_1_3
icsd_155837,_1_1_3|orthorhombic|icsd_155837,_1_1_3
icsd_062929,_1_1_3|hexagonal|icsd_062929,_1_1_3
icsd_154181,_1_1_3|hexagonal|icsd_154181,_1_1_3
icsd_109294,_1_1_3|tetragonal|icsd_109294,_1_1_3
icsd_154261,_1_1_3|hexagonal|icsd_154261,_1_1_3
icsd_077235,_1_1_3|cubic|icsd_077235,_1_1_3
icsd_009533,_1_1_3|orthorhombic|icsd_009533,_1_1_3
icsd_166221,_1_1_3|orthorhombic|icsd_166221,_1_1_3
icsd_411344,_1_1_3|monoclinic|icsd_411344,_1_1_3
icsd_027839,_1_1_3|cubic|icsd_027839,_1_1_3
icsd_109327,_1_1_3|tetragonal|icsd_109327,_1_1_3
icsd_035206,_1_1_3|orthorhombic|icsd_035206,_1_1_3
icsd_154895,_1_1_3|orthorhombic|icsd_154895,_1_1_3
icsd_050163,_1_1_3|cubic|icsd_050163,_1_1_3
icsd_641874,_1_1_3|monoclinic|icsd_641874,_1_1_3
icsd_050694,_1_1_3|hexagonal|icsd_050694,_1_1_3
icsd_001724,_1_1_3|monoclinic|icsd_001724,_1_1_3
icsd_065668,_1_1_3|orthorhombic|icsd_065668,_1_1_3
icsd_201005,_1_1_3|trigonal|icsd_201005,_1_1_3
icsd_063572,_1_1_3|orthorhombic|icsd_063572,_1_1_3
icsd_023230,_1_1_3|monoclinic|icsd_023230,_1_1_3
icsd_099538,_1_1_3|orthorhombic|icsd_099538,_1_1_3
icsd_044423,_1_1_3|cubic|icsd_044423,_1_1_3
icsd_108826,_1_1_3|cubic|icsd_108826,_1_1_3
icsd_245606,_1_1_3|cubic|icsd_245606,_1_1_3
icsd_161818,_1_1_3|orthorhombic|icsd_161818,_1_1_3
icsd_038302,_1_1_3|orthorhombic|icsd_038302,_1_1_3
icsd_026455,_1_1_3|hexagonal|icsd_026455,_1_1_3
icsd_063228,_1_1_3|orthorhombic|icsd_063228,_1_1_3
icsd_156706,_1_1_3|hexagonal|icsd_156706,_1_1_3
icsd_054919,_1_1_3|monoclinic|icsd_054919,_1_1_3
icsd_182930,_1_1_3|tetragonal|icsd_182930,_1_1_3
icsd_157549,_1_1_3|cubic|icsd_157549,_1_1_3
icsd_086443,_1_1_3|orthorhombic|icsd_086443,_1_1_3
icsd_000284,_1_1_3|orthorhombic|icsd_000284,_1_1_3
icsd_056101,_1_1_3|orthorhombic|icsd_056101,_1_1_3
icsd_404230,_1_1_3|monoclinic|icsd_404230,_1_1_3
icsd_037187,_1_1_3|monoclinic|icsd_037187,_1_1_3
icsd_089568,_1_1_3|orthorhombic|icsd_089568,_1_1_3
icsd_154182,_1_1_3|orthorhombic|icsd_154182,_1_1_3
icsd_171813,_1_1_3|cubic|icsd_171813,_1_1_3
icsd_051123,_1_1_3|orthorhombic|icsd_051123,_1_1_3
Zn1Ge1O3_sg55_icsd_150698_2,_1_1_3|orthorhombic|Zn1Ge1O3_sg55_icsd_150698_2,_1_1_3
icsd_023194,_1_1_3|hexagonal|icsd_023194,_1_1_3
icsd_173417,_1_1_3|trigonal|icsd_173417,_1_1_3
icsd_156158,_1_1_3|orthorhombic|icsd_156158,_1_1_3
icsd_079512,_1_1_3|orthorhombic|icsd_079512,_1_1_3
icsd_062640,_1_1_3|monoclinic|icsd_062640,_1_1_3
icsd_414116,_1_1_3|orthorhombic|icsd_414116,_1_1_3
icsd_028165,_1_1_3|trigonal|icsd_028165,_1_1_3
icsd_172353,_1_1_3|orthorhombic|icsd_172353,_1_1_3
icsd_203202,_1_1_3|orthorhombic|icsd_203202,_1_1_3
icsd_043799,_1_1_3|cubic|icsd_043799,_1_1_3
icsd_159029,_1_1_3|orthorhombic|icsd_159029,_1_1_3
icsd_181959,_1_1_3|orthorhombic|icsd_181959,_1_1_3
icsd_001610,_1_1_3|tetragonal|icsd_001610,_1_1_3
icsd_016617,_1_1_3|monoclinic|icsd_016617,_1_1_3
icsd_167913,_1_1_3|cubic|icsd_167913,_1_1_3
icsd_190797,_1_1_3|cubic|icsd_190797,_1_1_3
icsd_073008,_1_1_3|triclinic|icsd_073008,_1_1_3
icsd_098978,_1_1_3|orthorhombic|icsd_098978,_1_1_3
icsd_002439,_1_1_3|orthorhombic|icsd_002439,_1_1_3
icsd_074396,_1_1_3|triclinic|icsd_074396,_1_1_3
icsd_043869,_1_1_3|cubic|icsd_043869,_1_1_3
icsd_023925,_1_1_3|orthorhombic|icsd_023925,_1_1_3
icsd_078438,_1_1_3|hexagonal|icsd_078438,_1_1_3
icsd_024515,_1_1_3|cubic|icsd_024515,_1_1_3
icsd_035555,_1_1_3|cubic|icsd_035555,_1_1_3
icsd_162003,_1_1_3|monoclinic|icsd_162003,_1_1_3
icsd_065244,_1_1_3|orthorhombic|icsd_065244,_1_1_3
icsd_035375,_1_1_3|monoclinic|icsd_035375,_1_1_3
icsd_240440,_1_1_3|cubic|icsd_240440,_1_1_3
icsd_079087,_1_1_3|cubic|icsd_079087,_1_1_3
icsd_412071,_1_1_3|tetragonal|icsd_412071,_1_1_3
icsd_076797,_1_1_3|cubic|icsd_076797,_1_1_3
icsd_172795,_1_1_3|orthorhombic|icsd_172795,_1_1_3
icsd_412934,_1_1_3|monoclinic|icsd_412934,_1_1_3
icsd_401664,_1_1_3|orthorhombic|icsd_401664,_1_1_3
icsd_067717,_1_1_3|trigonal|icsd_067717,_1_1_3
icsd_060067,_1_1_3|monoclinic|icsd_060067,_1_1_3
icsd_073900,_1_1_3|orthorhombic|icsd_073900,_1_1_3
icsd_651032,_1_1_3|orthorhombic|icsd_651032,_1_1_3
icsd_020556,_1_1_3|monoclinic|icsd_020556,_1_1_3
icsd_158389,_1_1_3|trigonal|icsd_158389,_1_1_3
icsd_201766,_1_1_3|trigonal|icsd_201766,_1_1_3
icsd_015927,_1_1_3|orthorhombic|icsd_015927,_1_1_3
icsd_033664,_1_1_3|orthorhombic|icsd_033664,_1_1_3
icsd_076060,_1_1_3|cubic|icsd_076060,_1_1_3
icsd_182929,_1_1_3|tetragonal|icsd_182929,_1_1_3
icsd_010508,_1_1_3|hexagonal|icsd_010508,_1_1_3
icsd_056402,_1_1_3|cubic|icsd_056402,_1_1_3
icsd_158753,_1_1_3|orthorhombic|icsd_158753,_1_1_3
icsd_165122,_1_1_3|trigonal|icsd_165122,_1_1_3
icsd_009532,_1_1_3|tetragonal|icsd_009532,_1_1_3
icsd_067319,_1_1_3|cubic|icsd_067319,_1_1_3
icsd_062379,_1_1_3|trigonal|icsd_062379,_1_1_3
icsd_010129,_1_1_3|orthorhombic|icsd_010129,_1_1_3
icsd_411196,_1_1_3|monoclinic|icsd_411196,_1_1_3
icsd_001999,_1_1_3|hexagonal|icsd_001999,_1_1_3
icsd_240469,_1_1_3|orthorhombic|icsd_240469,_1_1_3
icsd_162774,_1_1_3|monoclinic|icsd_162774,_1_1_3
icsd_106353,_1_1_3|cubic|icsd_106353,_1_1_3
icsd_409867,_1_1_3|tetragonal|icsd_409867,_1_1_3
icsd_412971,_1_1_3|monoclinic|icsd_412971,_1_1_3
icsd_084866,_1_1_3|orthorhombic|icsd_084866,_1_1_3
icsd_156867,_1_1_3|orthorhombic|icsd_156867,_1_1_3
icsd_059303,_1_1_3|monoclinic|icsd_059303,_1_1_3
icsd_061009,_1_1_3|orthorhombic|icsd_061009,_1_1_3
icsd_162925,_1_1_3|cubic|icsd_162925,_1_1_3
icsd_056405,_1_1_3|cubic|icsd_056405,_1_1_3
icsd_196158,_1_1_3|trigonal|icsd_196158,_1_1_3
icsd_247127,_1_1_3|trigonal|icsd_247127,_1_1_3
icsd_053125,_1_1_3|cubic|icsd_053125,_1_1_3
icsd_019046,_1_1_3|trigonal|icsd_019046,_1_1_3
icsd_040333,_1_1_3|trigonal|icsd_040333,_1_1_3
icsd_174205,_1_1_3|orthorhombic|icsd_174205,_1_1_3
icsd_009128,_1_1_3|orthorhombic|icsd_009128,_1_1_3
icsd_097995,_1_1_3|trigonal|icsd_097995,_1_1_3
icsd_174042,_1_1_3|trigonal|icsd_174042,_1_1_3
icsd_091897,_1_1_3|trigonal|icsd_091897,_1_1_3
icsd_044865,_1_1_3|cubic|icsd_044865,_1_1_3
icsd_073640,_1_1_3|orthorhombic|icsd_073640,_1_1_3
icsd_044788,_1_1_3|cubic|icsd_044788,_1_1_3
icsd_093764,_1_1_3|trigonal|icsd_093764,_1_1_3
icsd_036512,_1_1_3|cubic|icsd_036512,_1_1_3
icsd_201836,_1_1_3|trigonal|icsd_201836,_1_1_3
icsd_059123,_1_1_3|tetragonal|icsd_059123,_1_1_3
icsd_168905,_1_1_3|cubic|icsd_168905,_1_1_3
icsd_401990,_1_1_3|monoclinic|icsd_401990,_1_1_3
icsd_050512,_1_1_3|orthorhombic|icsd_050512,_1_1_3
icsd_078167,_1_1_3|trigonal|icsd_078167,_1_1_3
icsd_152052,_1_1_3|cubic|icsd_152052,_1_1_3
icsd_188065,_1_1_3|orthorhombic|icsd_188065,_1_1_3
icsd_413385,_1_1_3|orthorhombic|icsd_413385,_1_1_3
icsd_032710,_1_1_3|orthorhombic|icsd_032710,_1_1_3
icsd_089355,_1_1_3|orthorhombic|icsd_089355,_1_1_3
icsd_184791,_1_1_3|cubic|icsd_184791,_1_1_3
icsd_015169,_1_1_3|cubic|icsd_015169,_1_1_3
icsd_087399,_1_1_3|cubic|icsd_087399,_1_1_3
icsd_045153,_1_1_3|orthorhombic|icsd_045153,_1_1_3
icsd_240425,_1_1_3|orthorhombic|icsd_240425,_1_1_3
icsd_060645,_1_1_3|orthorhombic|icsd_060645,_1_1_3
icsd_184651,_1_1_3|orthorhombic|icsd_184651,_1_1_3
icsd_047134,_1_1_3|triclinic|icsd_047134,_1_1_3
icsd_620234,_1_1_3|trigonal|icsd_620234,_1_1_3
icsd_089996,_1_1_3|hexagonal|icsd_089996,_1_1_3
icsd_108179,_1_1_3|cubic|icsd_108179,_1_1_3
icsd_245652,_1_1_3|hexagonal|icsd_245652,_1_1_3
icsd_161621,_1_1_3|orthorhombic|icsd_161621,_1_1_3
icsd_031925,_1_1_3|monoclinic|icsd_031925,_1_1_3
icsd_015504,_1_1_3|monoclinic|icsd_015504,_1_1_3
icsd_641844,_1_1_3|orthorhombic|icsd_641844,_1_1_3
icsd_053306,_1_1_3|cubic|icsd_053306,_1_1_3
icsd_004076,_1_1_3|orthorhombic|icsd_004076,_1_1_3
icsd_056095,_1_1_3|cubic|icsd_056095,_1_1_3
icsd_023243,_1_1_3|orthorhombic|icsd_023243,_1_1_3
icsd_016295,_1_1_3|monoclinic|icsd_016295,_1_1_3
icsd_092047,_1_1_3|monoclinic|icsd_092047,_1_1_3
icsd_657320,_1_1_3|monoclinic|icsd_657320,_1_1_3
icsd_181798,_1_1_3|cubic|icsd_181798,_1_1_3
icsd_001199,_1_1_3|orthorhombic|icsd_001199,_1_1_3
icsd_073901,_1_1_3|orthorhombic|icsd_073901,_1_1_3
icsd_415955,_1_1_3|monoclinic|icsd_415955,_1_1_3
icsd_074769,_1_1_3|trigonal|icsd_074769,_1_1_3
icsd_161821,_1_1_3|orthorhombic|icsd_161821,_1_1_3
icsd_194470,_1_1_3|orthorhombic|icsd_194470,_1_1_3
icsd_408505,_1_1_3|monoclinic|icsd_408505,_1_1_3
icsd_000374,_1_1_3|trigonal|icsd_000374,_1_1_3
icsd_030993,_1_1_3|monoclinic|icsd_030993,_1_1_3
icsd_015590,_1_1_3|monoclinic|icsd_015590,_1_1_3
icsd_202679,_1_1_3|orthorhombic|icsd_202679,_1_1_3
icsd_150792,_1_1_3|cubic|icsd_150792,_1_1_3
icsd_069995,_1_1_3|tetragonal|icsd_069995,_1_1_3
icsd_015520,_1_1_3|hexagonal|icsd_015520,_1_1_3
icsd_024051,_1_1_3|orthorhombic|icsd_024051,_1_1_3
icsd_012149,_1_1_3|monoclinic|icsd_012149,_1_1_3
icsd_034619,_1_1_3|hexagonal|icsd_034619,_1_1_3
icsd_402533,_1_1_3|orthorhombic|icsd_402533,_1_1_3
icsd_071309,_1_1_3|orthorhombic|icsd_071309,_1_1_3
icsd_061673,_1_1_3|triclinic|icsd_061673,_1_1_3
icsd_060646,_1_1_3|orthorhombic|icsd_060646,_1_1_3
icsd_027942,_1_1_3|hexagonal|icsd_027942,_1_1_3
icsd_002564,_1_1_3|triclinic|icsd_002564,_1_1_3
icsd_087825,_1_1_3|orthorhombic|icsd_087825,_1_1_3
icsd_100015,_1_1_3|monoclinic|icsd_100015,_1_1_3
icsd_069360,_1_1_3|cubic|icsd_069360,_1_1_3
icsd_077142,_1_1_3|cubic|icsd_077142,_1_1_3
icsd_073629,_1_1_3|trigonal|icsd_073629,_1_1_3
icsd_010506,_1_1_3|orthorhombic|icsd_010506,_1_1_3
icsd_002825,_1_1_3|trigonal|icsd_002825,_1_1_3
icsd_025541,_1_1_3|cubic|icsd_025541,_1_1_3
icsd_617925,_1_1_3|tetragonal|icsd_617925,_1_1_3
icsd_413382,_1_1_3|orthorhombic|icsd_413382,_1_1_3
icsd_413621,_1_1_3|monoclinic|icsd_413621,_1_1_3
icsd_077152,_1_1_3|cubic|icsd_077152,_1_1_3
icsd_250498,_1_1_3|trigonal|icsd_250498,_1_1_3
icsd_160844,_1_1_3|orthorhombic|icsd_160844,_1_1_3
icsd_415472,_1_1_3|monoclinic|icsd_415472,_1_1_3
icsd_065010,_1_1_3|trigonal|icsd_065010,_1_1_3
icsd_190799,_1_1_3|cubic|icsd_190799,_1_1_3
icsd_036125,_1_1_3|hexagonal|icsd_036125,_1_1_3
icsd_182047,_1_1_3|orthorhombic|icsd_182047,_1_1_3
icsd_174095,_1_1_3|trigonal|icsd_174095,_1_1_3
icsd_075273,_1_1_3|orthorhombic|icsd_075273,_1_1_3
